Building Name,Address,Broker,Broker Phone
Venetian Court (562 Glenwood),"562 Glenwood Ave, Cincinnati, OH, 45229",Alden Simms,No Phone Number Available
387 Front St,"387 Front St, Berea, OH, 44017",Michael Guggenheim,216-342-3680
Springfield 7 property Portfolio,"713 W Jefferson St, Springfield, OH, 45506",Todd Pultz,937-478-6858
2006 Alvin St,"2006 Alvin St, Cincinnati, OH, 45219",Jonathan Hardy,513-888-1525
78-80 Stevens Avenue,"78-80 Stevens Ave, Columbus, OH, 43222",Remington Lyman,614-541-8475
"Turnkey Restaurant For Sale- Wild Wild Wings | Toledo, OH","4900 Jackman Road, Suite 3, Toledo, OH, 43613",Patrick West,734-344-2317
23 Unit Section 8 SFR Portfolio in Cleveland OH,"1527 W 102nd St, Cleveland, OH, 44102",Ryan McCullough,216-527-6888
NEW MILLENNIUM STUDIO,"11601 Euclid Avenue, Cleveland, OH, 44106",Akil Hameed,216-926-5644
1361-1363 E 18th Avenue,"1361-1363 E 18th Avenue, Columbus, OH, 43211",Zeke Liston,614-665-5793
217 W 2nd Avenue,"217 W 2nd Avenue, Columbus, OH, 43201",Jason Rowland,614-778-3645
90 E Lincoln Street,"90 E Lincoln Street, Columbus, OH, 43215",Jason Rowland,614-778-3645
3074 Howey Road,"3074 Howey Road, Columbus, OH, 43224",Elizabeth Greulich,No Phone Number Available
16-20 W Park Street,"16-20 W Park Street, Westerville, OH, 43081",Zeke Liston,614-665-5793
317-319 Chittenden Avenue,"317-319 Chittenden Avenue, Columbus, OH, 43201",Joseph Jackson,614-431-1220
1701 Lexington Avenue,"1701 Lexington Ave, Springfield, OH, 45505",Al Fulk,937-360-6862
"317-319 Chittenden Avenue Columbus, OH 43201","317-319 Chittenden Ave, Columbus, OH, 43201",Joseph Jackson,614-431-1220
6778 Waterloo Road,"6778 Waterloo Rd, Atwater, OH, 44201",Ryan Poland,330-931-1403
749-751 E Main Street,"749-751 E Main Street, Columbus, OH, 43205",Zeke Liston,614-665-5793
442-446 Courtland Lane,"442-446 Courtland Lane, Pickerington, OH, 43147",Kami Berkey,614-801-1095
601 City Park Avenue,"601 City Park Ave, Columbus, OH, 43206",Darrick Klamut,614-769-4085
118 E Main Pandora,"118 E Main St, Pandora, OH, 45877",Greg Butcher,419-222-3040
Mad River Farm Market,"7538 US-68, West Liberty, OH, 43357",Randy Sokol,614-204-4904
Cleveland Heights Apartment Portfolio,"2450 Overlook Rd, Cleveland Heights, OH, 44106",David Leb,440-823-9623
"Multi family, Car lot, Business","5909 N Ridge Rd, Madison, OH, 44057",Jerry A Lesak CSD,440-487-2157
317-319 Hudson Avenue,"317-319 Hudson Avenue, Newark, OH, 43055",Carol Marr,740-616-5749
312 W Jefferson St,"312 W Jefferson St, New Carlisle, OH, 45344",Kal Mughrabi,937-914-0200
1030 Sherman Ave,"1030 Sherman Ave, Springfield, OH, 45503",Kal Mughrabi,937-914-0200
833 S Limestone St,"833 S Limestone St, Springfield, OH, 45505",Kal Mughrabi,937-914-0200
309-311 S Cypress Avenue,"309-311 S Cypress Avenue, Columbus, OH, 43223",John Houk,614-205-6384
Bayridge Condominium Portfolio,"31701 N Marginal Dr, Willowick, OH, 44095",Wes Purvis,216-245-5478
Blank canvas of a building! Too many uses to count,"160 Commerce St, Lockbourne, OH, 43137",Dylan Walker,614-302-5586
Commercial and/or Residential Home near Ohio River,"111 Main Street, Clarington, OH, 43915",Melissa Smithberger,740-213-4037
Self Storage Facility for Sale,"Scarbrough Dr, Piqua, OH, 45356",Scott Kaster,937-673-4366
1013 James Road,"1013 James Road, Columbus, OH, 43227",Remington Lyman,614-541-8475
1517 Knowlton St,"1517 Knowlton St, Cincinnati, OH, 45223",Zach Timon,513-633-9191
73-75 E Markison Avenue,"73-75 E Markison Avenue, Columbus, OH, 43207",Jonathan Lorenz,614-517-4590
"112-130 Erie St , Mixed use Re-Development in Downtown","112 Erie St S, Massillon, OH, 44646",Erin Thomas,440-670-2300
Miamisburg - Main Street Mixed-Use Building,"22 S Main St, Miamisburg, OH, 45342",Mark Langdon,937-684-9847
"8000 sq ft Multi-Use Building in Norwood, Ohio","3838 Montgomery Rd, Cincinnati, OH, 45212",John M Bissman,513-800-0675
Pickerington double/ Condos,"442 Courtland Ln, Pickerington, OH, 43147",Kami Berkey,614-801-1095
Riverside Valley Pike Auto Service Shop w/ Investment Home,"2941 Valley Pike, Dayton, OH, 45404",Mark Langdon,937-684-9847
Smoke/Vape Shop,"Tuttle Crossing Blvd, Dublin, OH, 43016",Maya Joshi,845-300-3926
Smoke/Vape Shop,"1345 Worthington Centre Dr, Columbus, OH, 43085",Maya Joshi,845-300-3926
Investment portfolio,"1085 1087 Sycamore Street, Columbus, OH, 43206",THE CBUS AGENCY Messiva Amer-Yahia,740-972-8967
699 S Front Street,"699 S Front Street, Columbus, OH, 43206",Ray Massa,614-329-4358
Euclid Hastings,"15632 Euclid Ave, East Cleveland, OH, 44112",Jason Griffith,330-931-9418
1438-1440 Hunter Avenue,"1438-1440 Hunter Avenue, Columbus, OH, 43201",Michael Linsker,216-513-2335
Pickerington double/ Condos,"442 Courtland Ln, Pickerington, OH, 43147",Kami Berkey,614-801-1095
Rental Package 321 Slack Street,"321 Slack St, Steubenville, OH, 43952",Eli Ahmadov,754-251-0202
Hooks Chicken and Fish,"4 N Miami St, Trenton, OH, 45067",Fisal Ikhmayes,614-900-1000
16400 Village,"16400 Village, Fredericktown, OH, 43019",Douglas J. Ryan,614-488-8334
0 Central College Road,"0 Central College Road, New Albany, OH, 43054",Shawn Parker,614-783-2636
"438-440 E 15th Avenue Columbus, OH 43201","438-440 E 15th Avenue, Columbus, OH, 43201",Joseph Jackson,614-431-1220
"Multi family, Car lot, Business","5909 N Ridge Rd, Madison, OH, 44057",Jerry A Lesak CSD,440-487-2157
1206 Brandywine Blvd- Suite E,"1206 Brandywine Blvd, Zanesville, OH, 43701",Roberta Lepi,740-455-3730
506 Miller Avenue,"506 Miller Avenue, Columbus, OH, 43205",Nina Masseria,614-296-5784
3731 Dunkirk St,"3731 Dunkirk St, Cincinnati, OH, 45220",Sheila Holmes Howard,513-543-2333
5697 Harrisburg Pike,"5697 Harrisburg Pike, Grove City, OH, 43123",Ray Massa,614-329-4358
Mickey's Rolling Thunder,"2362 S Canal St, Newton Falls, OH, 44444",Shea MacMillan,No Phone Number Available
389-391 Oak Street,"389-391 Oak Street, Marion, OH, 43302",JOAN ELFLEIN,614-989-7215
"1874 Marloes Ave, East Cleveland","1874 Marloes Ave, East Cleveland, OH, 44112",Dan Cameron,414-235-7646
Morse Creek Commons,"4090 Cleveland Ave, Columbus, OH, 43224",Thomas Fortin,614-348-7876
Maple Ridge Townhomes,"1352 St Adalbert Ave, Dayton, OH, 45404",Conner Hardin,937-522-1462
530-534 Executive Boulevard,"530-534 Executive Boulevard, Delaware, OH, 43015",Douglas Price,740-833-3241
Teakwood Court Apartments,"2294 Teakwood Drive, Columbus, OH, 43229",Thomas Fortin,614-348-7876
QuickBrite Car Wash,"2325 Nagel Rd, Avon, OH, 44011",Mclain O’Donnell,No Phone Number Available
20-Unit Multifamily Property | For Sale,"139 E Clifton Ave, Cincinnati, OH, 45202",Tryfon Christoforou,513-745-9333
38 Bed Recovery Center,"5000 Main Ave, Ashtabula, OH, 44004",John Ellis,216-849-6779
3636 Reading Road Apartment,"3636 Reading Rd, Cincinnati, OH, 45229",Ali Abdur-Rahman,513-549-5226
295 N State Street,"295 N State Street, Marion, OH, 43302",Christopher Shea,614-932-2000
6605 Hasler Lane,"6605 Hasler Ln, Cincinnati, OH, 45216",Brian Jackson,513-620-5968
Flex & Retail For Sale,"7589 OH-73, Wilmington, OH, 45177",Jim Reckers,513-265-1700
9505 Emahiser Road,"9505 Emahiser Road, Caledonia, OH, 43314",Cynthia M Phelps,740-389-5500
2098 US Highway 42 S,"2098 US-42, Delaware, OH, 43015",Jae Billiter,614-890-5000
"Tri-Plex (Bridgeport, OH)","800 Howard St, Bridgeport, OH, 43912",ANAND PATEL,304-215-0408
Restaurant/Apartments on Main Street,"707 Main St, Cincinnati, OH, 45202",Ali Abdur-Rahman,513-549-5226
2275 Stelzer Road,"2275 Stelzer Road, Columbus, OH, 43219",Ted Oatts,614-404-4300
82-84 Chittenden Avenue,"82-84 Chittenden Avenue, Columbus, OH, 43201",Luana Antoniuk,614-787-2321
Lakeland Tower,"25400 Euclid Ave, Euclid, OH, 44117",Gregory B. West,216-861-5379
16-20 W Park Street,"16-20 W Park Street, Westerville, OH, 43081",Zeke Liston,614-665-5793
Ohio City | SoLo,"3707 Chatham Ave, Cleveland, OH, 44113",James W Anderson,216-280-7983
617-629 Johnston Street,"617 Johnston St, Akron, OH, 44311","Jennifer Fernandez, CCIM, SIOR",330-940-9360
Morse Creek Crossing Apartments,"4090 Cleveland Ave, Columbus, OH, 43224",Thomas Fortin,614-348-7876
Single Family Rental Portfolio Across Four Ohio Counties,"29/31 Wyoming St, Newark, OH, 43055",Doug Wilson,614-206-3881
45 Property SFH Canton Ohio Portfolio,"300 Montrose Ave NW, Canton, OH, 44708",Scott Lowe,330-354-5766
1743 Lakefront Avenue,"1743 Lakefront Avenue, Cleveland, OH, 44112",Steven Wilson,248-294-7850
519 S Drexel Avenue,"519 S Drexel Avenue, Columbus, OH, 43209",Sheila Straub,614-239-0808
7106 Columbus Road,"7106 Columbus Road, Mount Vernon, OH, 43050",Melissa Wright,No Phone Number Available
1281 Sullivant Avenue,"1281 Sullivant Avenue, Columbus, OH, 43223",Ibrahim Al-Hejazin,614-774-9523
1544-1546 Granville Street,"1544-1546 Granville Street, Columbus, OH, 43203",Jim Ross,614-407-6819
Wildenwoods Dog Kennels,"1140 Weber Rd, Loveland, OH, 45140",Len Koogler,513-753-9660
1224 Huron Road,"1224 Huron Rd E, Cleveland, OH, 44115",Joe Zumpano,330-940-9360
1292 Atcheson Street,"1292 Atcheson Street, Columbus, OH, 43203",Don Payne,614-302-5586
0 Adena Trail Street,"0 Adena Trail Street, Circleville, OH, 43113",Mark Stoody,614-572-3432
1620 Nestling Drive,"1620 Nestling Drive, Columbus, OH, 43229",Eremela Haile,614-585-9020
1827 W Main Street,"1827 W Main Street, Springfield, OH, 45504",Cecilia Hill,937-284-0747
Red's Pizza Parlor,"381 Perry Street Fostoria, Ohio 44830, Fostoria, OH, 44830",Lisa Rutter,419-934-2674
712 -730 W Light St,"712 W Light St, Urbana, OH, 43078",Joey Miller,614-812-0369
4108 Larry Place,"4108 Larry Place, Columbus, OH, 43227",Corey Ludrowsky,419-601-1206
"11 S Ludlow St, Downtown Dayton, OH","11 S Ludlow St, Dayton, OH, 45402",Larissa Isenberg,803-403-6781
75 S Main Street,"75 S Main Street, Utica, OH, 43080",Jennifer Holtz,740-641-4677
735 Old McArthur Road,"735 Old McArthur Road, Logan, OH, 43138",Andrew Gelatt,614-600-8420
1818 Ashland Avenue,"1818 Ashland Avenue, Columbus, OH, 43212",Keli Fisher,740-277-9037
293 W Park Avenue,"293 W Park Avenue, Columbus, OH, 43223",Amy Vega,614-706-8028
2822-2824 E 5th Avenue,"2822-2824 E 5th Avenue, Columbus, OH, 43219",Zeke Liston,614-665-5793
365 Hudson Avenue,"365 Hudson Avenue, Newark, OH, 43055",Justin Schone,614-314-2025
AOKO- K9 Connections,"2827 E Dublin Granville Rd, Columbus, OH, 43231",Jack Fairall,614-967-0940
Arbor Park,"38th St NW, Canton, OH, 44709",Kristy Trentman,330-517-1217
RA Portfolio (Shawnee Portfolio),"Blue Jacket Dr, Bellefontaine, OH, 43311",Andrew Block,816-412-5873
2715-151/2 Sullivant Avenue,"2715-151/2 Sullivant Avenue, Columbus, OH, 43204",DJ McGrew,614-600-0126
3096 Meadowbrook Boulevard,"3096 Meadowbrook Boulevard, Cleveland, OH, 44118",Clint McGilvray,No Phone Number Available
247-249 S Eureka Avenue,"247-249 S Eureka Avenue, Columbus, OH, 43204",Leslie Nelson,704-389-3969
1284 S Champion Avenue,"1284 S Champion Avenue, Columbus, OH, 43206",Matthew  Paradis,614-377-3003
1656-1658 Forest Street,"1656-1658 Forest Street, Columbus, OH, 43206",Zeke Liston,614-665-5793
1563 Greenway Avenue,"1563 Greenway Avenue, Columbus, OH, 43203",Robert Ellis,614-400-8762
1555-1557 E Rich Street,"1555-1557 E Rich Street, Columbus, OH, 43205",Nathan White,614-255-5588
1429 N 6th Street,"1429 N 6th Street, Columbus, OH, 43201",Matthew Brown,614-519-8689
201 E High Street,"201 E High Street, Ashley, OH, 43003",Lori Detter,740-815-4906
49 Euclid Avenue,"49 Euclid Avenue, Columbus, OH, 43201",Matthew Brown,614-519-8689
360-364 E Tompkins Street,"360-364 E Tompkins Street, Columbus, OH, 43202",Todd DeHays,614-361-1897
47 S Monroe Avenue,"47-49 S Monroe Avenue, Columbus, OH, 43205",Misty linn,No Phone Number Available
Hamilton Court Apartments,"4468 Reinbeau Dr, Columbus, OH, 43232",Thomas Fortin,614-348-7876
10111 Winchester Road NW,"10111 Winchester Road NW, Canal Winchester, OH, 43110",James Roehrenbeck,614-428-7444
1799-1801 S 5th Street,"1801 S 5th Street, Columbus, OH, 43207",Rich Russo,614-937-8699
1437 S High Street,"1437 S High Street, Columbus, OH, 43207",Emily Tarter,440-541-4551
214 S Seffner Avenue,"214 S Seffner Avenue, Marion, OH, 43302",Christopher Shea,614-932-2000
Cromwell Place - 7 Unit Townhome Multifamily in West Akron,"1781 Cromwell Dr, Akron, OH, 44313",Kaitlin Moore,330-715-3450
1140-1142 Hamlet Street,"1140-1142 Hamlet Street, Columbus, OH, 43201",Joel Roby,614-657-7000
Mercantile,"309 S 4th St, Columbus, OH, 43215",Carter Stephens,631-704-2257
1837 Sullivant Avenue,"1837 Sullivant Avenue, Columbus, OH, 43223",Zeke Liston,614-665-5793
258 E 13th Avenue,"258 E 13th Avenue, Columbus, OH, 43201",Matthew Brown,614-519-8689
1570 E Long Street,"1570 E Long Street, Columbus, OH, 43203",Joshua Bauerle,567-224-2064
134 W. Tulane Road,"134 W Tulane Rd, Columbus, OH, 43202",Judy Minister,614-325-8815
160 N Sylvan Avenue,"160 N Sylvan Avenue, Columbus, OH, 43204",Trent Sky,614-917-7800
362-366 Zimpfer Street,"362-366 Zimpfer Street, Columbus, OH, 43206",Columbus House Team,614-255-5588
563 Elm Street,"563 Elm Street, Utica, OH, 43080",Samantha Cavanaugh,740-507-5618
"""The Ranch & The Corral"" Hocking Hills, OH. Airbnb's","63775 OH-56 Creola, OH. 45622, Creola, OH, 45622",Brian Kapple,740-629-2513
3367 Parkcrest Lane,"3367 Parkcrest Lane, Cincinnati, OH, 45211",Stephen Turman,513-489-7000
1587 Garling Avenue,"1587 Garling Avenue, Columbus, OH, 43223",Stephen Kirtland,614-746-3665
829-831 Franklin Avenue,"829-831 Franklin Avenue, Columbus, OH, 43205",Erin Ogden Oxender,614-888-1000
738-740 S 5th Street,"738-740 S 5th Street, Columbus, OH, 43206",Emily Knoppe,614-477-4597
1444 Hamlet Street,"1444 Hamlet Street, Columbus, OH, 43201",Matthew Brown,614-519-8689
564 Kelton Avenue,"564 Kelton Avenue, Columbus, OH, 43205",Dorian Gray,708-805-5537
1567-1579 Briarwood Avenue,"1567-1579 Briarwood Avenue, Columbus, OH, 43211",John Defourny,614-267-7400
1438 N 6th Street,"1438 N 6th Street, Columbus, OH, 43201",Matthew Brown,614-519-8689
73 N Hampton Road,"73 N Hampton Road, Columbus, OH, 43213",Jeffrey Jonas,614-725-8835
160-2,"160-2, Columbus, OH, 43204",Trent Sky,614-917-7800
Brighter Days Car Wash,"2748 Old State Rte 32, Batavia, OH, 45103",Len Koogler,513-753-9660
40 W Winter Street,"40 W Winter Street, Delaware, OH, 43015",Stephanie J VanGundy,740-833-3241
23 E Vine Street,"23 E Vine Street, Mount Vernon, OH, 43050",Shad Bevington,740-504-4069
960 College Avenue,"960 College Avenue, Columbus, OH, 43209",blake park,614-762-9232
354 N Roosevelt Avenue,"354 N Roosevelt Avenue, Columbus, OH, 43209",Kameron Meeting,614-940-4750
326-328 Wyandotte Avenue,"326-328 Wyandotte Avenue, Columbus, OH, 43202",Jeffery Ruff,614-255-5588
803 W Chestnut Street,"803 W Chestnut Street, Mount Vernon, OH, 43050",Joe Curry,740-485-2100
379 W 2nd Street,"379 W 2nd Street, Logan, OH, 43138",Jennifer Wernert,614-255-5588
3276&3278 Sullivant Avenue,"3276&3278 Sullivant Avenue, Columbus, OH, 43204",Kevin Sullivan,512-327-3071
351 S Prospect Street,"351 S Prospect Street, Marion, OH, 43302",Anne Baisden,614-390-0850
235 W Main Street,"235 W Main Street, Newark, OH, 43055",Justin Schone,614-314-2025
231-233 Logan Street,"231-233 Logan Street, Circleville, OH, 43113",Seth R Sias,614-330-8650
1602 State Route 309,"1602 State Route 309, Caledonia, OH, 43314",Becky Richardson,614-255-5588
1701 E Whittier Street,"1701 E Whittier Street, Columbus, OH, 43206",Eva Hockenberry,704-859-2176
"12528 Edmonton Ave, Cleveland, OH 44108-4410","12528 Edmonton Ave, Cleveland, OH, 44108",Michael Lewis,440-476-2322
3074 Howey Road,"3074 Howey Road, Columbus, OH, 43224",Elizabeth Greulich,No Phone Number Available
Licking County Multi-Family Portfolio,"29 Wyoming St, Newark, OH, 43055",Doug Wilson,614-206-3881
2098 US Highway 42 S,"2098 US Highway 42 S, Delaware, OH, 43015",Jae Billiter,614-890-5000
Opportunity Zone Redevelopment | Mixed-Use Multi-Family,"907 W Broad St, Columbus, OH, 43222",Arthur Kaplan,646-494-4658
9-11-15 E Norwich Avenue,"9-11-15 E Norwich Avenue, Columbus, OH, 43201",Eric Cliffel,614-547-2287
Profitable and Turnkey Indian Restaurant For Sale in Powell,"230 W Olentangy Street, Powell, OH, 43065",Samuel Miller,614-289-8799
62-64 W Dodridge Street,"62-64 W Dodridge Street, Columbus, OH, 43202",Krystin Macaluso,614-582-9082
"1384 N Monroe Dr., Xenia, OH","1384 N Monroe Dr, Xenia, OH, 45385",Kevin Keithley,650-361-1000
148 Hirn Street,"148 Hirn Street, Chillicothe, OH, 45601",Heather Dalessandri,614-678-5505
Baba's Grill,"19 S Park Pl, Newark, OH, 43055",Ann Adams,614-483-2315
1786 E Rich Street,"1786 E Rich Street, Columbus, OH, 43205",Michael Pakizer,614-745-6664
81 Park Avenue,"81 Park Avenue, Delaware, OH, 43015",Rich Russo,614-937-8699
Carl B. Stokes Social Services Mall,"6001 Woodland Ave, Cleveland, OH, 44104",Matthew King,216-452-9292
11815 Kelton Avenue,"11815 Kelton Avenue, Cleveland, OH, 44106",Steven Wilson,248-294-7850
178 S 4th Street,"178 S 4th Street, Newark, OH, 43055",Jaime Barlow,614-493-8541
2011 Clark Ave Wellsville Cash Flowing Rental,"2011 Clark Ave, Wellsville, OH, 43968",Michelle Demopolis,740-602-0126
253 N James Road,"253 N James Road, Columbus, OH, 43213",Nicole MacLellan,614-255-5588
The Strafford,"255 Warner St, Cincinnati, OH, 45219",Ali Abdur-Rahman,513-549-5226
Office Building and Business For Sale,"2745 Nesbitt Ave, Akron, OH, 44319",Annmarie Buckingham,330-575-9569
306-308 E 11th Avenue,"306-308 E 11th Avenue, Columbus, OH, 43201",Desmond Todd,614-202-9945
239 Central Avenue,"239 Central Avenue, Newark, OH, 43055",Kelly Bethel,614-546-5909
2160 Baldwin Road,"2160 Baldwin Road, Reynoldsburg, OH, 43068",Michael Irwin,614-316-1212
The Freight House Grill & Pub,"50 N Prospect St, Norwalk, OH, 44857",Kendra Collier,419-660-1898
796 S Weyant Avenue,"796 S Weyant Avenue, Columbus, OH, 43227",Misty linn,No Phone Number Available
"13620 Earlwood Rd, Cleveland, OH 44110","13620 Earlwood Rd, Cleveland, OH, 44110",Michael Lewis,440-476-2322
Olympic Reserve,"2008 Gold Medal Drive, Springfield, OH, 45503",Carter Stephens,631-704-2257
Mixed-Use Commercial Property,"632 Cleveland St, Elyria, OH, 44035",Kas Filippova,216-374-3689
738 S Center Street,"738 S Center Street, Springfield, OH, 45506",Bridget Almashy,614-657-9256
121-125 Wilson Avenue,"121-125 Wilson Avenue, Columbus, OH, 43205",Lacey Wheeler,614-530-7617
17-19 E Mithoff Street,"17-19 E Mithoff Street, Columbus, OH, 43206",Jason Davis,614-207-5247
1087 E Sycamore Street,"1087 E Sycamore Street, Columbus, OH, 43206",Messiva Amer-Yahia,740-972-8967
1440-1442 Hamlet Street,"1440-1442 Hamlet Street, Columbus, OH, 43201",Myrna Gourgy,615-484-5616
1286-1288 Oakwood Avenue,"1286-1288 Oakwood Avenue, Columbus, OH, 43206",Drew Basil,740-703-2600
15151 US Highway 36,"15151 US Highway 36, Marysville, OH, 43040",Tina M Powell,614-226-4663
2395 Summit Street,"2395 Summit Street, Columbus, OH, 43202",David E Barlow,614-255-5588
480 S Richardson Avenue,"480 S Richardson Avenue, Columbus, OH, 43204",Frederick Bond,614-353-3480
Studio 91,"33745 Station Street, Solon, OH, 44139",Jeremy Bates,216-299-8799
Forest Hill Park Apartments,"13995 Superior Road, East Cleveland, OH, 44118",Matthew King,216-452-9292
166-168 E Innis Avenue,"166-168 E Innis Avenue, Columbus, OH, 43207",Michael Blakeman,614-596-1279
Third Street Townhomes,"181 E 3rd St, Mansfield, OH, 44902",Peter Peterson,419-566-8637
1087 Sycamore Street,"1087 Sycamore Street, Columbus, OH, 43206",Messiva Amer-Yahia,740-972-8967
1287 City Park Avenue,"1287 City Park Avenue, Columbus, OH, 43206",Michael Gunnarson,614-403-3163
3731-3733 Heatherglen Drive,"3731-3733 Heatherglen Drive, Columbus, OH, 43221",Eric Cliffel,614-547-2287
303 W State Street,"303 W State Street, Georgetown, OH, 45121",Phillip Stern,614-736-3411
Jefferson Apartments,"1084 Jefferson Ave, Akron, OH, 44313",Evan Pannell,330-715-4801
1816 Kent Street,"1816 Kent Street, Columbus, OH, 43205",Rich Russo,614-937-8699
2331 Ridgeway Avenue,"2331 Ridgeway Avenue, Columbus, OH, 43219",Jason Armstrong,614-499-4115
1006 S Broad Street,"1006 S Broad Street, Lancaster, OH, 43130",Michelle Brooks,614-314-6196
332 W Main Street,"332 W Main Street, Newark, OH, 43055",Robert Kiger,614-316-2870
51 E North Street,"51 E North Street, Newark, OH, 43055",Matthew Paley,740-475-9582
"1010 E 34th St, Lorain, OH 44055","1010 E 34th St, Lorain, OH, 44055",Adam Bellinski,330-685-5583
444-446 E 15th Avenue,"444-446 E 15th Avenue, Columbus, OH, 43201",Jonathan Lorenz,614-517-4590
1033-1035 Franklin Avenue,"1033-1035 Franklin Avenue, Columbus, OH, 43205",Nicholas DeWitt,614-581-5655
169 -175 Mill St,"169 Mill St, Athens, OH, 45701",Russell Chamberlain,740-541-3251
Elks Lodge / Al Capone Liquor hide out and Speak Easy,"354 Main St, Conneaut, OH, 44030",Marco Marinucci,440-487-1878
"1052 W 17th St, Lorain, OH 44052","1052 W 17th St, Lorain, OH, 44052",Matthew Klein,216-785-2345
732 N State Route 61,"732 N State Route 61, Sunbury, OH, 43074",Kara Barnhart,614-286-8148
108 S 8th Street,"108 S 8th Street, Hebron, OH, 43025",Shaun Hood,419-234-6939
1011 E Rich Street,"1011 E Rich Street, Columbus, OH, 43205",Michael Casey,614-478-2121
106 E Franklin Street,"106 E Franklin Street, Nelsonville, OH, 45764",Marquis Leatherbury,614-537-7510
Glenmount Avenue,"2189-2211 Glenmount Ave, Akron, OH, 44319",James Haddox,330-573-3569
0 Worthington,"0 Worthington, Alexandria, OH, 43001",Michelle Biga,614-290-6588
1146 S Champion Avenue,"1146 S Champion Avenue, Columbus, OH, 43206",Michael Casey,614-478-2121
72 Winner Avenue,"72 Winner Avenue, Columbus, OH, 43203",Beverly J Woodford,No Phone Number Available
4468 Reinbeau Drive,"4468 Reinbeau Drive, Columbus, OH, 43232",Thomas Fortin,614-348-7876
391-393 Chittenden Avenue,"391-393 Chittenden Avenue, Columbus, OH, 43201",Jonathan Schick,614-406-8865
370 Main Street,"370 Main Street, Groveport, OH, 43125",Columbus House Team,614-255-5588
"443 Chestnut St - Nelsonville, OH 45701","443 Chestnut St, Nelsonville, OH, 45764",Ally Rapp Lee,740-590-8998
2729 Sullivant Avenue,"2729 Sullivant Avenue, Columbus, OH, 43204",Jaysen Barlow,614-255-5588
"Hamilton Court, Columbus, Ohio","4496 Reinbeau Dr, Columbus, OH, 43232",Thomas Fortin,614-348-7876
868-870 Wiltshire Road,"868-870 Wiltshire Road, Columbus, OH, 43204",Columbus House Team,614-255-5588
751 Reinhard Avenue,"751 Reinhard Avenue, Columbus, OH, 43206",Jacob Fisk,614-585-9020
E.W. Hanley House,"1400 E 3rd St, Dayton, OH, 45403",Derek Fink,937-416-6779
831-833 Lilley Avenue,"831-833 Lilley Avenue, Columbus, OH, 43205",Jennifer Wernert,614-255-5588
482 King Avenue,"482 King Avenue, Marion, OH, 43302",Denise Fate,614-623-9855
326 - 328 W 1st Avenue,"326 - 328 W 1st Avenue, Columbus, OH, 43201",Stacey Plybon,614-778-4269
1030 Marion Avenue,"1030 Marion Avenue, Mansfield, OH, 44906",Amanda Woodworth,513-312-4086
1117 Franklin Avenue,"1117 Franklin Avenue, Columbus, OH, 43205",Alan S Jones,614-848-9400
Ayers Road,"6086 Ayers Rd, Albany, OH, 45710",Mark Spezza,740-594-4211
978-980 Harrison Avenue,"978-980 Harrison Avenue, Columbus, OH, 43201",David Bonnie,614-736-8080
89-91 S Walnut Street,"89-91 S Walnut Street, Chillicothe, OH, 45601",Mandy Mancini,614-796-5077
Wayne Street Bar and Grill,"1040 S Wayne St, Saint Marys, OH, 45885",Lynn Goetsch,937-280-6002
629-631 S Wheatland Avenue,"629-631 S Wheatland Avenue, Columbus, OH, 43204",Ricardo Mendoza,614-406-0883
12597 Tarlton Road,"12597 Tarlton Road, Circleville, OH, 43113",Lorilee Winner,740-420-9102
438 Edinburgh Road,"438 Edinburgh Road, Dublin, OH, 43017",Cece Miller,614-989-0417
62 S Main Street,"62 S Main Street, Johnstown, OH, 43031",Ron Kendle,614-325-6295
664-666 Bedford Avenue,"664-666 Bedford Avenue, Columbus, OH, 43205",Jonathan Lorenz,614-517-4590
3715-3717 Heatherglen Drive,"3715-3717 Heatherglen Drive, Columbus, OH, 43221",Andrew Myers,614-554-1671
Kingwood Triplexes,"744 Kingwood Dr NE, Bolivar, OH, 44612",Jan McInturf,330-340-6648
77 Schultz Avenue,"77 Schultz Avenue, Columbus, OH, 43222",Jennifer R Krohn,614-439-1129
118-134 W Tulane Road,"118 W Tulane Rd, Columbus, OH, 43202",Judy Minister,614-325-8815
1671-1673 E Whittier Street,"1671-1673 E Whittier Street, Columbus, OH, 43206",Zeke Liston,614-665-5793
0 Adena Trail Street,"0 Adena Trail Street, Circleville, OH, 43113",Mark Stoody,614-572-3432
1863-1865 Holburn Avenue,"1863-1865 Holburn Avenue, Columbus, OH, 43207",Keli Fisher,740-277-9037
312 E Main St,"312 E Main St, Owensville, OH, 45160",Carmen Saylor,513-515-7510
9932 Marysville Road,"9932 Marysville Road, Ostrander, OH, 43061",Nicole Yoder-Barnhart,614-771-7400
122 N Central Avenue,"122 N Central Avenue, Columbus, OH, 43222",Nataliya S Kurpita,614-306-7452
429 S Champion Avenue,"429 S Champion Avenue, Columbus, OH, 43205",Michael Casey,614-478-2121
6520 FLEET AVE,"6520 Fleet Ave, Cleveland, OH, 44105",Jennifer Woomer,216-337-0107
10151 Maumee Western Road,"10151 Maumee Western Rd, Monclova, OH, 43542",Megan Malczewski,419-215-1008
1675 Carlyon Road,"1675 Carlyon Road, East Cleveland, OH, 44112",Morgan McClain,216-333-6844
224 N 20th Street,"224 N 20th Street, Columbus, OH, 43203",Bradley Shields,614-306-5857
