Building Name,Address,Broker,Broker Phone
2409 Manor Rd,"2409 Manor Rd, Austin, TX, 78722",Andrew Karr,512-961-1883
Houston Skyline Views,"1501 Noble St, Houston, TX, 77009",Caryn Craig,713-398-2839
3612 7th Street,"3612 7th St, Bay City, TX, 77414",Erik Frankson,979-244-6194
East Texas Apartment Complex Portfolio,"645 Canada St, Jacksonville, TX, 75766",Matthew Marshall,903-581-3737
Brushwood Acre Farms,"701 E Farmers Ave, Amarillo, TX, 79118",Bobby Tyler,806-676-7709
THE TOWERS AT 87 NORTH,"203 US-87, Comfort, TX, 78013",Tim Warlow,210-818-9457
Nacogdoches Center,"0011 Nacogdoches Rd, San Antonio, TX, 78247",Daryl Lange,210-526-6889
112 E Dolphin Lane,"112 E Dolphin Lane, South Padre Island, TX, 78597",Jaime Lee Gonzalez,956-599-8400
The Lux Riverside,"1605 Water St, Kerrville, TX, 78028",Greg Brownd,806-777-4459
503 N University Ave,"503 N University Ave, Lubbock, TX, 79415",Jack Chapman SIOR CCIM,806-789-8257
Hondo & D'Hanis | 17 Rental Units,"521 FM 2200, D'Hanis, TX, 78850","Harold ""Butch"" Galm",830-931-0900
Hondo & D'Hanis | 17 Rental Units,"1400 Avenue W, Hondo, TX, 78861","Harold ""Butch"" Galm",830-931-0900
Rangers’ Retreat Self Storage,"201 Rathgeber Rd, Wichita Falls, TX, 76302",Bill Bellomy,832-623-1690
USA Boat Storage,"3124 FM 2673, Canyon Lake, TX, 78133",Jordan Sibley,970-471-4750
Hondo & D'Hanis Income Investments,"3002 Avenue E, Hondo, TX, 78861","Harold ""Butch"" Galm",830-931-0900
Diesel Mechanic Shop with Real Estate,"10210 Quaker Ave, Lubbock, TX, 79424",Daniel Stanton,806-281-4005
Davidson's Car Care,"805 S Greenville Ave, Allen, TX, 75002",John Zikos,214-734-2300
Texas Distillery And Tasting Room,"7905 US-59, Nacogdoches, TX, 75964",Cody Maxwell,979-530-7010
GLENVIEW APARTMENTS,"8311 Winkler Dr, Houston, TX, 77017",Tom Wilkinson,713-355-4646
1312 Larkspur dr,"1312 Larkspur Dr, Richardson, TX, 75081",Oren Stephen,407-777-3133
"6.19-Ac Land For Sale, Hwy 59 & Midline Rd, Cleveland","27286 Midline Rd, Cleveland, TX, 77327",Anne Vickery,281-940-7253
"Mixed Use Property in Eastland, TX Downtown Square","113 S Lamar St, Eastland, TX, 76448",Sanober Syed,972-707-1171
5721 Spindle Dr,"5721 Spindle Dr, Houston, TX, 77086",Todd Anderson,832-594-2712
NWC Bulverde Road at Loop 1604,"17627 Overlook Loop, San Antonio, TX, 78259",Andrew Bagnall,210-323-6902
15 Acres,"25566 Bradbury Rd, Hockley, TX, 77447",Melissa Hegemeyer,281-744-8175
Oaks of Villa Maria,"1305 W Villa Maria Rd, Bryan, TX, 77801",Farhad Hojat Nejad,No Phone Number Available
SeaSide Storage,"8109 US-77, Sinton, TX, 78387",Craig Rice,713-417-1626
Mid-Cities DFW RV Park,"4620 Kennedale New Hope Rd, Fort Worth, TX, 76140",Tyler Peterson,913-515-7652
Canyon City Grill - Canyon Lake,"14601 FM306, Canyon Lake, TX, 78133",Jordan Sibley,970-471-4750
Jackson Keller Rd -Multifamily Land,"1207 Jackson Keller Rd, San Antonio, TX, 78213",Cesar Villarreal,956-338-8993
16.62-Ac Porter Ln & Old Houston Rd Land For Sale,"16111 Porter Ln, Porter, TX, 77365",Anne Vickery,281-940-7253
Cypresswood Business Complex,"23801 Cypresswood Dr, Spring, TX, 77373",Jauhar Mahmood,832-541-0263
Odessa TX Self-Storage Conversion Opportunity,"619 N Grant Ave, Odessa, TX, 79761",Scott Schoettlin,949-400-2709
White Oak/Ford Rd Apartments For Sale,"24341 Ford Rd, Porter, TX, 77365",Anne Vickery,281-940-7253
4.78 Acres Blanco Road,"19480 Blanco Rd, San Antonio, TX, 78258",Dalton Brieger,210-289-4883
761 Olive Branch,"761 Olive Branch Rd, Brock, TX, 76087",lane Cooper,817-441-4000
771 Olive Branch,"771 Olive Branch Rd, Brock, TX, 76087",lane Cooper,817-441-4000
141 Lindas Creek,"141 Lindas Creek Ln, Weatherford, TX, 76088",lane Cooper,817-441-4000
33203 Buckshot Lane,"33203 Buckshot Ln, Magnolia, TX, 77354",Amanda Wisner,281-220-9151
3009 Meadow Lane,"3009 Meadow Lane, Donna, TX, 78537",Adolfo Landa,956-451-1152
Xtreme Bed Liners of Pearland,"3117 S Main St, Pearland, TX, 77581",Reyes Realty Group Team,281-299-6050
15 Acre Multi Family Unrestricted,"4525 Bell Springs Rd, Dripping Springs, TX, 78620",Patrick Vallejo,210-618-6924
Hunt Apartments,"2906 Hunt St, Kerrville, TX, 78028",John Parducci,972-750-6850
Steelcreek Storage Boat & Rv Greenville,"1909 I-30 Frontage Rd, Greenville, TX, 75402",Bill Bellomy,832-623-1690
Vaquero Storage and Industrial,"4112 TX-16, Bandera, TX, 78003",Rae Powell,210-347-6493
Summerhill,"3001 Midland Dr, Midland, TX, 79707",Kirk Chudej,806-358-7151
Bug Out RV Park,"8983 US-69, Huntington, TX, 75949",Matt Wagner,713-452-4282
Shade Tree Apartments,"1610 45th St, Lubbock, TX, 79412",Josh Allen,806-239-5313
1502 1/2 Jenkins Road,"1502 Jenkins Rd (1502 1/2 Jenkins), Pasadena, TX, 77506",ARMANDA ROMERO,832-722-2768
Saline Creek Village,"14263 County Rd 168, Flint, TX, 75762",Michael South,903-258-2721
THE PINES RV & CABIN RESORT AND THE ROSEWOOD VENUE,"4067 County Road SE 4250, MOUNT VERNON, TX, 75457",Jennifer Hageman,469-682-8761
Wildcat Estates,"442 Wildcat Dr, Winona, TX, 75792",Nanci Wright,903-352-3857
7 Units - Cash Flowing Med Center AirBNB,"2512 Calumet St, Houston, TX, 77004",Charles Patawaran,832-899-4389
Turnkey trophy cashflow house in West Campus near UT Campus.,"2511 San Gabriel St, Austin, TX, 78705",Tony Lazarov,512-762-8669
Studios on Fouth,"120 S 4th Street, McAllen, TX, 78501",Esteban Flores,956-502-0238
Elysium at Maybell,"6007 Beall St, Houston, TX, 77091",Thai Klam,832-875-7301
"2322 Central Street, Dickinson, TX 77539","2322 Central St, Dickinson, TX, 77539",Chaundra Hugel Broughton,917-743-6241
Miller Wilson Acres,"6830 Miller Wilson Rd, Crosby, TX, 77532",Lisa Marie Sanders,281-900-9663
Dallas Design District 4770 Iberia Avenue,"4770 Iberia Ave #200, Dallas, TX, 75207",Justin Ware,214-207-8273
Hunter's Way,"7008 N C R 1500, Shallowater, TX, 79363",Greg Brownd,806-777-4459
Britain Place,"1221 N Britain Road, Irving, TX, 75061",Todd Franks,214-206-9559
Auto Services in W Little York Rd,"17341 W Little York Rd, Houston, TX, 77084",Teddy Nguyen,832-977-4274
C&C Secure Self Storage,"801 W Brown St, Hearne, TX, 77859",Craig Rice,713-417-1626
2221 La Salle Avenue,"2221 La Salle Ave, Waco, TX, 76706",Hunter Harrell,254-776-7599
4505 & 4510 18th St,"4505 18th St, Bacliff, TX, 77518",Jeff George,281-336-3121
IH-35 and Shanklin,"109 Shanklin Rd, Belton, TX, 76513",Michael Ogden,512-694-0839
Villa Nueva,"5600 North Fwy, Houston, TX, 77076",Travis Clark,805-404-7272
"53-Space RV park in Central New Braunfels, TX","420 S Business IH 35, New Braunfels, TX, 78130",Landan Dory,512-222-6826
3925 N Josey Ln,"3925 N Josey Ln, Carrollton, TX, 75007",Rafe Song,469-855-4430
"Successful Short Term Rental, Venue in the TX Hill Country","5460 FM2325, Wimberley, TX, 78676",Heather Kyser,512-970-0579
Skyline Ranch RV Park,"2231 State Hwy 16 N, Bandera, TX, 78003",Chris Joyce,936-577-0836
3764 Tanglewilde,"3764 Tanglewilde St, Houston, TX, 77063",Alma Puerto,936-242-7654
"101647 . 332 SFR Home Investment Portfolio, Texas","332 SFR Home Investment Portfolio, Texas, Across Texas, TX, 75228",Tom Johnston,602-825-1780
Brushwood Acre Farms,"701 E Farmers Ave, Amarillo, TX, 79118",Bobby Tyler,806-676-7709
1454 O'day Rd Pearland Texas 77581,"1454 Garden Rd, Pearland, TX, 77581",Jay Shaw,832-859-3893
Adventure Boat & RV Storage (Price Reduction),"6458 TX-276, Royse City, TX, 75189",Brock Jeffus,936-520-2721
Mr. Victor's,"101 E Owassa Rd, Edinburg, TX, 78542",J D Lowe III,956-630-3100
Lampasas RV Ranch,"3200 County Rd 1045, Lampasas, TX, 76550",Eli Buck,512-638-1443
La Joya 8 Plex,"212 Alex Ave, La Joya, TX, 78560",Jacob Galvan,956-363-1179
HAZEL SPRINGS APARTMENTS,"3132 & 3214 Tidwell Rd,, Houston, TX, 77093",Patrick Graham,281-645-6151
"101664 . 117 Home SFR Dallas-Fort Worth, TX","101664 . 117 Home SFR, Dallas-Fort Worth, TX, 75227",Tom Johnston,602-825-1780
Creekside RV Park | 36 Space RV Park with Expansion Room,"903 S Beech St, Winnsboro, TX, 75494",Eli Buck,512-638-1443
8005 Cisne Street,"8005 Cisne Street, Pharr, TX, 78577",Antonio Villeda,956-331-9329
Bay Mini Storage,"2020 Ward Rd, Baytown, TX, 77520",Adam Roossien,214-695-7209
Conroe MultiFamily Portfolio,"1510 Odd Fellow St, Conroe, TX, 77301",Glenn Dickerson,281-477-4384
iConic at the Station,"6810 Glendora Avenue, San Antonio, TX, 78218",Aaron Cervantes,210-866-7306
Carraway rv & Boat storage,"9205 Carraway Ln, Magnolia, TX, 77354",Bill Bellomy,832-623-1690
Barcelona,"5820 Reiger Ave, Dallas, TX, 75214",Todd Franks,214-206-9559
Multifamily Portfolio Five 4-Plexes (20 Units),"8905 Tronewood Dr, Austin, TX, 78758",Scott Lovett,979-224-3721
CREEKSIDE VILLAS,"9730 Whitehurst Dr, Dallas, TX, 75243",Kevin Diener,214-663-4236
14 Acres with 48 Residential Lots,"3590 Co Rd 4713, LaCoste, TX, 78039",Cam Longmire,512-886-4024
44 Unit Self Storage Facility in Henrietta,"202 E Ikard St, Henrietta, TX, 76365",Shawn Terrel,816-945-7741
TWU Student Housing Duplexes,"1625 N Ruddell St, Denton, TX, 76209",Hayden Houston,512-962-0316
16.62-Ac Porter Ln & Old Houston Rd Land For Sale,"16111 Porter Ln, Porter, TX, 77365",Anne Vickery,281-940-7253
RV Villas on Lake Lavon - Portfolio Sale,"5167 Co Rd 547, Nevada, TX, 75173",Carrie Sieger,262-812-6420
"48 Unit Self Storage Facility in Knox City, TX","1201 E Main St, Knox City, T, Knox City, TX, 79529",Shawn Terrel,816-945-7741
607-611 Nelray,"611 Nelray Blvd, Austin, TX, 78751",Tony Lazarov,512-762-8669
New Heights Apartments,"736 Old Boston Road, Texarkana, TX, 75501",Doug Banerjee,469-518-5038
10911-10919 Albany Ave,"10911 Albany Ave, Lubbock, TX, 79424",Dan Williams,806-777-1310
3403 Richmond Ave,"3403 Richmond Ave., Houston, TX, 77046",Jeff Peden,713-231-1640
Loop 322 Mixed Use Development 84 Acres,"3201 Oldham Ln, Abilene, TX, 79602",Dale Scoggins,325-691-1856
REDSTONE VISTA,"22715 Imperial Valley Dr, Houston, TX, 77073",Tom Wilkinson,713-355-4646
3002 SANTA URSULA AVE,"3002 Santa Ursula Ave, Laredo, TX, 78040",Michelle Guerra,956-324-2427
Randy's Burgers Restaurant - The Oldest Restaurant in Town!,"100 N Edwards Ave, Mount Pleasant, TX, 75455",Jennifer Hageman,469-682-8761
"La Hacienda Inn, 1524 E Commerce St & Olive, San Antonio","1524 E Commerce St, San Antonio, TX, 78205",SanJay Jawanda,210-316-0344
Rolling Terrace Duplexes,"Rolling Terrace Cir, Granbury, TX, 76049",Link Karlen,817-996-6200
The Lakeshore,"300 E. Swisher Road, Lake Dallas, TX, 75065",Doug Banerjee,469-518-5038
The Element Studios,"2526 Durwood St, Austin, TX, 78704",Johnny Devora,512-961-9084
14 Unit Multifamily Complex in Huntsville,"409 Beto St, Huntsville, TX, 77340","Adam Olsen, CCIM",713-614-2670
23149 US Highway Business 281,"23149 US Highway Business 281, San Benito, TX, 78586",Myra Caridad García,956-648-6456
The Bonnie and Clyde,"308 E 8th St, Dallas, TX, 75203",Grant Guest,214-207-8581
Hondo & D'Hanis | 17 Rental Units,"521 FM 2200, D'Hanis, TX, 78850","Harold ""Butch"" Galm",830-931-0900
LEGACY APARTMENTS,"422 S Crockett St, Sherman, TX, 75090",Tom Wilkinson,713-355-4646
Cypress Treehouse,"17214 Lewis Dr, Cypress, TX, 77433",LaTasha Price,713-851-1289
"Mixed Use Property in Eastland, TX Downtown Square","113 S Lamar St, Eastland, TX, 76448",Sanober Syed,972-707-1171
28 Unit RV/Boat Storage Facility in Wichita Falls,"753 Us hwy 281, wichita, Wichita Falls, TX, 76310",Shawn Terrel,816-945-7741
"+/- 4.35 Acres of Land On Interstate 45 Frontage, Tract 1","0 North Freeway, Houston, TX, 77090",Flavio Beato,832-727-4475
1577 Fm 1577 Highway,"1577 Fm 1577 Highway, San Benito, TX, 78586",Myra Caridad García,956-648-6456
Shenandoah,"118 Shenandoah St, San Antonio, TX, 78210",Lisa Morales,210-264-6387
Texas Distillery And Tasting Room,"7905 US-59, Nacogdoches, TX, 75964",Cody Maxwell,979-530-7010
Nacogdoches Center,"0011 Nacogdoches Rd, San Antonio, TX, 78247",Daryl Lange,210-526-6889
7301 County Rd. 203A,"7301 County Rd 203A, Liverpool, TX, 77577",Jay Shaw,832-859-3893
659 Redwood Avenue,"659 Redwood Avenue, Rockport, TX, 78382",Alissa Spears,361-790-6585
75 PREMIUM RV SITES + MORE - BEACON 44 RV PARK PORT O'CONNOR,"1982 Harrison Ave, Port O'Connor, TX, 77982",Annette Scott,512-803-7889
380 Self Storage,"6301 US-380, Greenville, TX, 75401",Liam Duddy,949-439-5271
Hometown Studios - Extended Stay Hotel,"4407 27th St, Orange, TX, 77632",DHRUV SHAH,415-385-3291
1201 Austin Ave,"1201 Austin Ave, Waco, TX, 76701",Colt Kelly,817-991-0182
427 N Hyde Park Blvd,"427 N Hyde Park Blvd, Cleburne, TX, 76033",Brad Marshall,817-933-5025
Quiet One RV Park | 64 Space RV Park,"600 W James St, Rockport, TX, 78382",Eli Buck,512-638-1443
Pro-Tec Auto Repair,"601 Harvey Rd, College Station, TX, 77840",Beau Harris,936-441-2610
G2 MotorSport Park Luxury Garage,"400-7 Fast Lane, Anna, TX, 75409",Paul Ruth,No Phone Number Available
1805 Sul Ross Street,"1805 Sul Ross St, Houston, TX, 77098",Texas Ally,512-763-2559
2948 Pue RD,"2948 Pue Rd, San Antonio, TX, 78245",David Hollingsworth,210-343-7825
Westlake Duplex,"1908 Lakeshore Dr, Austin, TX, 78746",Sean Smith,817-909-1831
311 US-183,"311 N US Hwy 183, Leander, TX, 78641",Barry Cryer,512-971-2833
Exclusive Investment Opportunity- Westfield Condo,"2200 Cypress Landing Rd, Houston, TX, 77090",Kevin Riles,281-403-3700
Excel Car Wash and Detail Center | Business & Real Estate,"311 S Timberland Dr, Lufkin, TX, 75901","Ed Colson Jr., CCIM",619-546-0121
5525 E 51st St.,"5525 E 51st St, Austin, TX, 78723",Graham Schmergel,512-861-3423
One Park Place,"167 Blue Bird Ln, Mineola, TX, 75773",Nanci Wright,903-352-3857
West Pike,"West Pike, Weslaco, TX, 78596",Dominique Jimenez,No Phone Number Available
16 Acres | Industrial Land | Development,"1511 S Jackson St, Jacksonville, TX, 75766",Jarrod Ver Hey,903-574-2424
2± AC Mixed-Use Development Site,"5916 N Lamar Blvd, Austin, TX, 78752",Stephen Madura,847-504-2478
Elgin RV Park Development | Westbrook Tiny Homes,"111 Westbrook Ln, Elgin, TX, 78621",Eli Buck,512-638-1443
"0 WADE ROAD ORANGE, TX-77632","Wade Rd, ORANGE, TX, 77632",SHIJIMON JACOB,832-755-2867
"Redevelopment Opportunity - Marble Falls, TX","501 12th St, Marble Falls, TX, 78654",Rose Brasuel,830-385-5950
141 Lindas Creek,"141 Lindas Creek Ln, Weatherford, TX, 76088",lane Cooper,817-441-4000
Turnkey Car Wash Portfolio in High-Traffic Beaumont Corridor,"2550 FM 365, Port Arthur, TX, 77640",Alexander Pavone,480-622-0050
130 E Gardenia Street,"130 E Gardenia Street, South Padre Island, TX, 78597",Myra Caridad García,956-648-6456
Goodrich Apartments,"2115 Goodrich Ave, Austin, TX, 78704",Sam Parsley,432-638-7202
Santa Rita Homes,"1306 E 12th St, Big Lake, TX, 76932",Greg Brownd,806-777-4459
11133-A Huffmeister Rd,"11133-A Huffmeister Rd, Houston, TX, 77065",Joel C. English,713-473-7200
E Squared Storage,"6710 Elkins Rd, Midland, TX, 79705",John Owens,806-441-4139
5610 Woodway Drive,"5610 Woodway Dr, Houston, TX, 77056",Caprice Michelle,214-789-7364
Sherman 61.31,"SEC U.S. 75 & Blue Flame Rd., Sherman, TX, 75090",Bobby Kearns,214-897-7333
16181 Lindstrom Rd,"16181 Lindstrom Rd, Crosby, TX, 77532",Joe Tijerina,832-746-0674
188 Canyon Bend,"188 Canyon Bend, Canyon Lake, TX, 78133",Jennifer Vitera,No Phone Number Available
2.19 Acres | 20th St & Ave L 1/2,"20th St, Huntsville, TX, 77340","JC Hearn CCIM, ALC, RENE",936-295-2500
Established-Thriving Dog Grooming Business/Property for Sale,"119 Old River Rd, Montgomery, TX, 77356","Adam Olsen, CCIM",713-614-2670
Avid Storage,"3863 FM 528 Rd, Alvin, TX, 77511",Bill Bellomy,832-623-1690
BUZZARD BAY LANDING & RV PARK,"7415 N State Line Rd, Karnack, TX, 75661",Craig Nielson,817-354-7653
Nelson Street Apartments,"601 S Nelson St, Amarillo, TX, 79104",Kirk Chudej,806-358-7151
"841 County Road 502, Stephenville, TX","841 Co Rd 502, Stephenville, TX, 76401",lane Cooper,817-441-4000
24 Units – Rehab-Ready Townhome Site,"3121 Brewster St, Houston, TX, 77026",Loren Miner,626-826-5906
TBD Lionel Avenue,"TBD Lionel Avenue, Texarkana, TX, 75503",Bryson Swiggart,817-832-4273
Crestview Place,"7304 Twin Crest Dr, Austin, TX, 78752",Grant Mobley,512-975-2316
"2nd Gen Early Childhood Care // Coppell, TX - Office Medical","109 Natches Trce, Coppell, TX, 75019",Brandon Hiett,702-826-8263
Green Park Apartments,"5113 Green Park Dr, Corpus Christi, TX, 78405",Patrick Strake,512-906-8393
9754 Southton Rd,"9754 Southton Rd, San Antonio, TX, 78223",Uri Uriah,830-600-5263
Grape Creek Phoenix RV Park,"8201 Sunflower Ave, San Angelo, TX, 76901","Sterling D. Fryar, MAI",325-276-0757
"8077, 8081 Alameda Ave","8081 Alameda Ave, El Paso, TX, 79915",Albert Lugo,915-269-1550
SWC of Kuykendahl Rd  & Ella Blvd,"SWC of Kuykendahl Rd  & Ella Blvd, Houston, TX, 77090",Jake Galloway,281-664-6661
Odessa Smart Storage,"6825 Faudree Rd, Odessa, TX, 79765",Frank DeSalvo,813-345-5876
Seguin Mixed-Use Development Opportunity,"Sh-123 & Stremple Road, Seguin, TX, 78155",Michael Ogden,512-694-0839
North ft. Worth Residential Investment Portfolio,"7525 Berrenda Dr, Fort Worth, TX, 76131",LeAnn Brown,817-849-8282
2301 E Expressway 83,"2301 E Expressway 83, Donna, TX, 78537",Dominique Jimenez,No Phone Number Available
2455 N Eastman Rd,"2455 N Eastman Rd, Longview, TX, 75605",John King,903-452-0386
N Eldridge Pkwy Near Spring Cypress,"N Eldridge Pkwy, Tomball, TX, 77375",Tyler Torres,281-898-0895
"Turnkey Poultry Farm | Upshur County, TX","2420 Lavender Rd, Gilmer, TX, 75644",Clayton Pilgrim,903-767-1628
Oak Ridge Mobile Home Park - Highway 181,"8160 US-181, Floresville, TX, 78114","Mary Jane Salgado, GRI, Real Estate Investment Specialist",830-968-9392
1107 N Shary Road,"1107 N Shary Road, Mission, TX, 78572",Victor Fuentes,956-432-1351
±24.65 Acre Multifamily / BTR Development Opportunity,"1480 Clear Fork St, Lockhart, TX, 78644",Tripp Rich,512-575-5125
Lone Star Villas,"2212 Stafford Blvd, Pecos, TX, 79772",Nico Bianchi,214-726-5175
TeePee RV Park and Mini Storage,"229 US-180, Seminole, TX, 79360",James Friesen,806-204-2187
Spooner Street Apartments,"1001 Spooner St, Pasadena, TX, 77506",Fin Erwin,817-932-6154
Montgomery Place Apartments,"2455 Montgomery Rd, Huntsville, TX, 77340","Jordan Cortez, CCIM",214-556-1951
Fox Mini Storage,"5734 Wooldridge Rd, Corpus Christi, TX, 78414",Bill Bellomy,832-623-1690
Chapter Eleven Bar,"619 Esther Street, Waco, TX, 76710",Fisher Cannon,254-722-5933
Portfolio of 3 Assets - Old RR 12 Infill Project,"1511 Old Ranch Rd 12, San Marcos, TX, 78666",Monica Malorgio Katz,512-787-7935
Troy Multi Family Development,"E Main St, Troy, TX, 76579",Jimmy Torres,254-780-7711
NEC of S McColl & W Alberta Rd,"S McColl Rd, Edinburg, TX, 78539",Pete Torres,956-536-8994
Northwest Storage,"1211 Northwest Blvd, Georgetown, TX, 78628",Bill Bellomy,832-623-1690
Live Oak Apartments - 7% Cap Rate,"618 Live Oak St, Blanco, TX, 78606",Shannon Harman,713-478-1962
9 Wildflower Trail,"9 Wildflower Trail, Round Rock, TX, 78664",Robert Fischer,512-531-2888
Village Apartments,"2709, 2713 & 2800 N 30th St, McAllen, TX, 78501",David Goldberg,312-912-3724
Dawson at Stratford,"2623 Whitney St, Houston, TX, 77006",GREA Houston Brokerage,713-587-9606
0 Holleman Dr S. 10.432 Acres,"Holleman Dr, College Station, TX, 77845",Mark Terpstra,281-664-6634
Multifamily Dev Site - Possible Seller / Owner Finance,"3320 E Rancier Ave, Killeen, TX, 76543",Brad Wetzel,254-709-9703
TESLA Site (Across street) 13400 FM 969 NEWLY PERMITTED,"13400 FM 969, Austin, TX, 78724",Kyler Miller,720-234-4896
1280 S Bagdad Rd,"1280 S Bagdad Rd, Leander, TX, 78641",Enrique Benitez,512-522-5105
Elyisum at Paul Quinn,"5103 Paul Quinn St, Houston, TX, 77091",Thai Klam,832-875-7301
WINDWARD II CONDOMINIUMS,"4288 Bass Pro Dr, Garland, TX, 75043",Kevin Diener,214-663-4236
Coronado Crossing,"3333 Toledo Ave, Lubbock, TX, 79410",Greg Brownd,806-777-4459
HTeaO | Business & Real Estate,"530 SW Wilshire Blvd, Burleson, TX, 76028",Grayson Jones,214-226-5584
731 N Tower Road,"731 N Tower Road, Alamo, TX, 78516",Victor Fuentes,956-432-1351
Divisible +/- 3 Acres of Land On Interstate 45 Frontage Tract 3A & 3B,"North Fwy, Houston, TX, 77090",Flavio Beato,832-727-4475
400 Old Hwy 290,"400 Old Hwy 290, Dripping Springs, TX, 78620",David Foster,512-751-1100
San Mateo 50 Townhomes,"414 San Mateo Ave, La Joya, TX, 78560",Jesus Palacios,305-300-6126
I-40 RV Storage,"10199 W Interstate 40, Amarillo, TX, 79124",Mixson Staffel,713-452-4247
1902 Piney Rd,"1902 Piney Rd, Texarkana, TX, 75501","Adam Dukelow, CCIM",512-492-5584
"4.4-Ac Land For Sale, Hwy 59","14144 Old Hwy 59N, Splendora, TX, 77372",Anne Vickery,281-940-7253
Hondo & D'Hanis | 17 Rental Units,"1400 Avenue W, Hondo, TX, 78861","Harold ""Butch"" Galm",830-931-0900
Preston Dr Rental Portfolio,"3208 Preston Dr, Midland, TX, 79707",Kerri Payne James,432-553-7443
The Oaks of Lake Jackson,"127 Plantation Dr W, Lake Jackson, TX, 77566",Marc Harvey,720-482-1331
Multifamily Portfolio Three 4-Plexes (12 Units),"8920 Trone Cir, Austin, TX, 78758",Scott Lovett,979-224-3721
Iron Horse,"500 Rodeo Center Blvd, Mesquite, TX, 75149",Warren Smith,214-545-6969
999 Hall RD Sherman TX 75092,"999 Hall Rd, Sherman, TX, 75090",Venkat (Victor) Gottipati,214-455-7623
12720 C F Hawn Fw,"12720 C F Hawn Fwy, Dallas, TX, 75253",Oscar Reyes,972-342-0369
Englehart Estates,"745 Englehart, San Antonio, TX, 78264",Landan Dory,512-222-6826
W Loop 820,"850 W Loop 820 S, Fort Worth, TX, 76108",Mark Nation,972-342-0584
Commercial Land at 1604 and Bandera,"11212 Leslie Rd, Helotes, TX, 78023",Hami Sayyadioskoie,210-296-6030
Naslund Ranch,"0 E FM 1151, Amarillo, TX, 79118",Dirk van Reenen,806-346-3583
17245 Nacogdoches Land,"17245 Nacogdoches Rd, San Antonio, TX, 78266",Brad Wilson,210-745-1438
Coryell Court Apartments,"202 Coryell Ct, League City, TX, 77573",Zach Currey,972-357-4650
Jackson Keller Rd -Multifamily Land,"1207 Jackson Keller Rd, San Antonio, TX, 78213",Cesar Villarreal,956-338-8993
Booming Auto Shop in High Growth Area,"1404 Hall St, Fort Worth, TX, 76105",Rocko Bell,814-718-0446
Runnymede Apartments,"1101 Rutland Dr, Austin, TX, 78758",Daniel Elam,512-343-2700
48 Unit Self Storage Facility in Munday,"Jean St, Munday, TX, 76371",Shawn Terrel,816-945-7741
Devine RV/MH Park,"143 Co Rd 7718, Devine, TX, 78016",Landan Dory,512-222-6826
15924 Stewart Road,"15924 Stewart Rd, Austin, TX, 78734",Tommy Cain,512-517-4429
4615 Sherman St,"4615 Sherman St, Houston, TX, 77011",Chuck Irwin,832-862-1875
Multifamily Property @ Gibson Lane,"6335 Gibson Ln, Texarkana, TX, 75503",Blake Skylar Rogers,903-832-3700
2705 Dickinson Ave,"2705 Dickinson Ave, Dickinson, TX, 77539",Jeri Blake,832-326-0097
Willow Creek Apartments,"1224 S. High Street, Longview, TX, 75602",James Blake,817-288-5508
2425 I-30 Frontage Rd,"2425 I-30 Frontage Rd, Rockwall, TX, 75087",David Martin,817-271-2757
Flores Street Portfolio,"2201 S Flores St, San Antonio, TX, 78204",Fernando Torres,210-201-4874
Enchanted Estate: The Ultimate Hill Country Profit Machine,"1300 Scull Rd, San Marcos, TX, 78666",Anna Ghalumian,210-998-7733
7151 FM 1346 - 10.79 Acres,"7151 FM 1346, San Antonio, TX, 78220",Kelly Ann Cameron MBA,210-859-4700
18.98+/- Acre Multifamily Development Site - Waco ETJ,"Ritchie Rd, Hewitt, TX, 76655","Jordan Cortez, CCIM",214-556-1951
Cascade Parkway & Yarrow Blvd | Commercial Land For Sale,"Cascade Pkwy, San Antonio, TX, 78224",Tyler Peterson,913-515-7652
Pine Haven RV Park,"1348 Aery Rd, Vidor, TX, 77662",Buddy Martin,484-762-8149
S5 STORAGE,"775 FM2264, Decatur, TX, 76234",Cason Caraway,940-399-5990
Hospitality House,"528 S Saunders Ave, Tyler, TX, 75702",Nanci Wright,903-352-3857
553 Club,"553 Club Dr, San Antonio, TX, 78201",Sterling Williams,210-569-9008
Cross Timbers at Grand Street,"2601 North Grand Street, Amarillo, TX, 79107",Doug Banerjee,469-518-5038
Wills Rental Portfolio,"5506 SW 36th Ave, Amarillo, TX, 79109",Bobby Tyler,806-676-7709
2.27+Ac I-69 & Legion Rd,"21195 Legion Rd, New Caney, TX, 77357",Anne Vickery,281-940-7253
Modern Mix @ Midtown - Commercial & Residential -No HOA,"2602 Isabella St, Houston, TX, 77004",Kate Myhan,713-855-0588
302 Creekside Crossing,"302-306 Creekside, New Braunfels, TX, 78130",Cathy Crowe,214-850-4527
2626 Ave C,"2626 Ave C, Ingleside, TX, 78362",Malynda Williams,979-777-5423
The Lazy Lavender,"3403 Farm to Market Rd 2325, Wimberley, TX, 78676",Drew Whelchel,210-549-6728
804-808-812-816 Ryan Crossing,"804-808-812-816 Ryan Crossing, San Antonio, TX, 78253",Dayton Schrader,210-757-9785
"14011 HWY 82 W Petty, TX 75470","14011 Hwy 82 W, Petty, 75470",Bryan Glass,903-517-5889
12 Stiles street Triplex,"12 Stiles St, Houston, TX, 77011",Ash Noorani,832-455-6486
