Building Name,Address,Broker,Broker Phone
22 Unit Minutes from ND Campus,"124 N Eddy St, South Bend, IN, 46617",Tyler Glenn,574.286.7333
15147 Lincoln Highway,"15147 Lincoln Highway, Plymouth, IN, 46563",Rita Beaty,219.575.2534
"Exclusive Adult Club & Real Estate in Fort Wayne, IN","2440 W Jefferson Blvd, Fort Wayne, IN, 46802",Santino Zurzolo,260.740.1887
"US HWY 6 INTERSECTION, PORTAGE, IN / COMMERCIAL / LAND FOR S","US HWY 6, Portage, 46368",Brecken kennedy,260.578.7661
Indiana Dunes RV Resort Development,"1475 N Tremont Rd, Porter, IN, 46304",Kimberly Fowler,219.331.5496
Juicy Tattoo,"23957 US-33, Elkhart, IN, 46517",Cori Peregrine,574.360.8120
Tap House 1233 Grill,"1233 Central Ave, Lake Station, IN, 46405",Frank L Ennis,219.962.7538
Greensburg Commercial Property,"314 E Barachel Ln, Greensburg, IN, 47240",Laurin Smith,812.593.5988
Hookah Bar,"N Capitol Ave, Indianapolis, IN, 46225",Kulwinder Benipal,317.792.0157
Anderson Rental Package,"1312 E 53rd St, Anderson, IN, 46013",Nicholas Rodgers,765.623.9641
Vat & Barrel,"212 E 2nd St, Seymour, IN, 47274",Lacie Wilson,812.528.6477
Multifamily Redevelopment Site (Current use Motel),"2601 N Walnut St, Bloomington, IN, 47404",Jim Regester,812.323.1231
6210 S Meridian St,"6210 S Meridian St, Marion, IN, 46953",Vince Ferguson,317.710.9294
Downtown Jeffersonville Commercial Investment Opportunity,"437 Spring St, Jeffersonville, IN, 47130",Deon Reese,502.387.6330
Bouser's Barn Restaurant and Catering,"1300 W Chestnut St, Union City, IN, 47390",Jammie Michael,765.546.1414
B2 Zoned Commercial Development Ground in Michigan City,"S Woodland Ave, Michigan City, IN, 46360",Evan Lattner,812.604.5344
Calumet Plaza | Business | Mixed-Use Property,"6850 Calumet Ave, Hammond, IN, 46324",Vaneesa Peeters,970.213.3276
Cloverdale,"2007 N Main St, Cloverdale, IN, 46120",Kim Richter,317.658.5116
Suites on Washington,"39 West Washington St, Shelbyville, IN, 46176",Hart Summeier,317.790.2104
Oak Estates,"637 E Oak St, Seymour, IN, 47274",Brent Silcox,317.414.4106
Honey Creme Donuts,"514 Vincennes St, New Albany, IN, 47150",Stephannie Wilson,502.643.3062
I65 Commercial 1 Acre Lot,"ST RD 114, Rensselaer, 47978",Heath Brunton,219.863.0553
"Land for Sale- ""Miss Kitty's Orchard""- 14 acre Rural Busines","9860 S US 421, Francesville, 47946",Arrick Mills,260.571.5232
"Black Walnut Plantation For Sale in Ohio County, IN has grea","0 St Rd 262, Dillsboro, 47018",Matthew Springmeyer,812.614.0159
"82 +/- acre Golf Course for Sale - ""Logan's Run"" - Loganspor","14 Golfview Dr, Logansport, 46947",Arrick Mills,260.571.5232
708 E. 3rd St.,"708 E. 3rd St., Clinton, 47842",Ty Cottrell,812.236.3117
2.39 Acre Commercial Lot,"2301 N. Lafayette Ave, Terre Haute, 47807",Caleb Emrick,765.505.4155
2302 W 37th Avenue,"2302 W 37th Avenue, Hobart, IN, 46342",Ray Tambrini,219.661.7528
1021 W Columbus Drive,"1021 W Columbus Drive, East Chicago, IN, 46312",Angela F Manning,219.501.0404
1021 W Columbus Drive,"1021 W Columbus Drive, East Chicago, IN, 46312",Angela F Manning,219.501.0404
924 W 11th Avenue,"924 W 11th Avenue, Gary, IN, 46402",Jake Morgan,219.730.2286
20508 Wicker Boulevard,"20508 Wicker Boulevard, Lowell, IN, 46356",Joseph Moke,219.662.3000
532 Connecticut Street,"532 Connecticut Street, Gary, IN, 46402",Johnette Gore,708.801.9840
127 S Front Street,"127 S Front Street, Rensselaer, IN, 47978",Scott Barton,219.866.4528
533 Connecticut Street,"533 Connecticut Street, Gary, IN, 46402",Joseph Moke,219.662.3000
3924 Hawthorne Street,"3924 Hawthorne Street, East Chicago, IN, 46312",Jake Morgan,219.730.2286
1330 Van Buren Street,"1330 Van Buren Street, Gary, IN, 46407",Stephani Nydam,708.601.2874
Home & 8 acres for Sale Near Mississenewa River/Reservoir -,"5984 E 325 S, Peru, 46970",Arrick Mills,260.571.5232
1015 N Fulton Ave,"1015 N Fulton Ave, Evansville, IN, 47710",Mark Miller,812.760.1506
1316 Franklin Street,"1316 Franklin Street, Michigan City, IN, 46360",Kiyah Marshall,219.501.1006
Triplex Investment Property For Sale in Bloomington,"1101 S Rogers St, Bloomington, IN, 47403",Craig Dohman,812.606.0136
421 Walker Street,"421 Walker Street, Michigan City, IN, 46360",Christina Steele,574.209.1010
