Building Name,Address,Broker,Broker Phone
Duluth GA Pizzeria for Sale #6377,"Atlanta GA Pizzeria & Bar for Sale, Atlanta, GA, 30096",Steven Josovitz,770-840-2121
Macon Road BBQ - Real Estate + Business,"4200 Macon Rd, Columbus, GA, 31907",Carson Cummings,706-289-2468
Psalmond Rd 26+/- Acres - Potential Multi-Family Opportunity,"Psalmond Rd, Columbus, GA, 31820",Carson Cummings,706-289-2468
Turnkey Investment Grade New Self Storage,"350 Log Cabin Rd NE, Milledgeville, GA, 31061",Brandon Thacker,478-501-0509
Rose Hill Seafood,"2621 Hamilton Rd, Columbus, GA, 31904",Haley Lyman,706-615-6292
Multi Unit Diner Company,"1459 Field Park Cir NW, Marietta, GA, 30066",Charlie Crowder,404-386-5535
Crisp County Investment Portfolio,"511 E 13th Ave, Cordele, GA, 31015",Scott Free,478-951-3333
Crisp County Investment Portfolio,"715 17th Ave E, Cordele, GA, 31015",Scott Free,478-951-3333
"Prime lot on US-41, turnkey Car Wash –Scrub Doctor, Ringgold","150 US-41, Ringgold, GA, 30736",Sarah Brogdon,423-265-0088
118 N Main Street,"118 N Main Street, Ellijay, GA, 30540",Irene Witt,706-276-1254
1496 Sydney Ann Blvd,"1496 Sydney Ann Blvd, Mableton, GA, 30126",Ryan Swartzberg,770-689-8377
Inoko,"10479 Alpharetta St, Roswell, GA, 30075",SANG SEOL,770-568-3459
Kung Fu Tea,"810 SR 96 Suite 2000, Warner Robins, GA, 31088",Roy Dobson,478-213-8966
Iraheta Residential Portfolio,"107 Virginia Dr, Warner Robins, GA, 31093",Kuttan Lal,478-737-1360
Coffee Shop,"6409 Jimmy Carter Blvd, Norcross, GA, 30071",Jose De La Rosa,770-495-5050
26 Dolphin Ln,"26 Dolphin Ln, Ringgold, GA, 30736",Bianca Pichardo,423-682-8241
300 Waddell St NE,"300 Waddell St, Rome, GA, 30161",Troy Reynolds,706-616-3400
"Self Storage Facilities Greensboro, Ga 1 mile from I-20.","4701 GA-15, Greensboro, GA, 30642",Sandy Butler,706-833-5313
5660 Thomaston Road,"5660 Thomaston Rd, Macon, GA, 31220",Deidra Stewart,478-508-2652
1521 Forest Hill Road,"1521 Forest Hill Rd, Macon, GA, 31210",Deidra Stewart,478-508-2652
Another Broken Egg Turnkey and Franchise for Sale,"810 SR 96, Warner Robins, GA, 31088",Bo Elliott,478-718-2049
1215 - 1277 Woolfolk Street,"1215 - 1277 Woolfolk Street, Macon, GA, 31217",Patty Burns,478-746-9421
"581 Etowah Trail Dahlonega, GA 30533","581 Etowah Trail, Dahlonega, GA, 30533",Nicole Van den Bergh,770-283-1223
2 Home Turnkey Airbnb In Clarkesville,"1300 Preacher Campbell Rd, Clarkesville, GA, 30523",Nicole Van den Bergh,770-283-1223
Atlanta Plus Urgent Care,"860 Hampton Rd, McDonough, GA, 30253",Raj Rajyaguru,770-310-0788
"Turn Key Airbnb 355 Ranch Mountain Dr, Dahlonega, GA 30533","355 Ranch Mountain Dr, Dahlonega, GA, 30533",Nicole Van den Bergh,770-283-1223
South Dixie Apartments,"3950 S Dixie Rd, Dalton, GA, 30721",Patrick Cosgrove,615-973-5373
"Multifamily & Land Portfolio | Macon, GA","571 Green Pl, Macon, GA, 31217",Brice Burns,478-733-4245
5-Unit Multifamily Asset | Cabbagetown,"196 Reinhardt St SE, Atlanta, GA, 30312",Dave Aynes,678-665-3283
Historic Downtown Dahlonega Building With Prime Location,"315 Church St, Dahlonega, GA, 30533",Nicole Van den Bergh,770-283-1223
North Georgia Storage Portfolio,"3288 B C Grant Rd, Cornelia, GA, 30531",Cameron Vale,813-825-0391
Well Known Hibachi Restaurant in Gwinnett County,"2405 Sugarloaf Pkwy, Lawrenceville, GA, 30045",Sung (Scott) Kim,678-417-1434
Cruse Rd Assemblage,"884 Bethesda School Rd, Lawrenceville, GA, 30044",Micky Caduri,404-395-8914
Printing Company,"307 Direct Connection Dr, Rossville, GA, 30741",Daniel Hunter,423-605-9713
BFGoodrich Site - Martha Mills,"325 Goodrich Ave E, Thomaston, GA, 30286",Chuck Mills,404-731-8591
Rock Spring Hill,"8398 US-27, Rock Spring, GA, 30739",Bobby Teems,706-638-6996
Viewpoint Villas,"162-184 Blake Avenue,, Jackson, GA, 30233",Mack Leath,770-594-1915
8769 Hickory Flat Hwy West,"8769 Hickory Flat Hwy West, Woodstock, GA, 30188",Bryan Roach,404-425-2578
Garrard Ave.,"5011 Garrard Ave, Savannah, GA, 31405",Michelle Parker-Scott,912-897-6320
STORAGE DEPOT OF DOUGLASVILLE,"5728 Fairburn Rd, Douglasville, GA, 30134",Austin McLeod,404-445-1093
Athens Redevelopment or Single Family Portfolio Value-Add,"1581 Commerce Rd, Athens, GA, 30607",Jonathan Hogan,706-614-7101
"CABE Fitness Alma, GA","434 W 12th St, Alma, GA, 31510",Josh landmon,912-785-7016
"600 & 526 W Main Street, Forsyth GA","600 W Main St, Forsyth, GA, 31029",Jessica Bowers,478-795-4663
5 Door Rental Portfolio - Monroe County GA,"237 Parsons St, Forsyth, GA, 31029",Jessica Bowers,478-795-4663
Peachtree Corners GA Restaurant and Bar for Sale,"5222 Peachtree Pkwy Ste 920, Peachtree Corners, GA, 30092",Steven Josovitz,770-840-2121
1152 Greenwich Street,"1152 Greenwich St SW, Atlanta, GA, 30310",Dave Aynes,678-665-3283
Heart Pine Venue,"3817 Central Ave, Waycross, GA, 31503",Josh landmon,912-785-7016
Multi-Tenant Residential Investment Property,"1063 Walnut St, Macon, GA, 31201",Adam Bailey,478-750-7507
Jerry's Drive-in Restaureant,"676 GA-114, Summerville, GA, 30747",Rick Wyatt,706-857-8020
"2297 Fairburn Road SW. Atlanta, GA 30331","2297 Fairburn Rd SW, Atlanta, GA, 30331",Michael Bullard,404-610-6619
91 Clarence Street/0 Camp Road,"91 Clarence St, Jasper, GA, 30143",Matthew Weiss,404-386-1187
2.44+/- Parcels Chosewood Park & Summerhill Area,"1174 McDonald Dr SE, Atlanta, GA, 30315",Rick Ferguson,678-209-3100
Metro Atlanta GA 3-Unit Vape Shops,"3-Unit Vape Shops for Sale Metro Atlanta GA, Chamblee, GA, 39901",Steven Josovitz,770-840-2121
Prime Value Add Multi Family Complex - 4 Units,"747 E Gwinnett St, Savannah, GA, 31401",Brandon Fargo,912-433-1072
1215 - 1277 Woolfolk Street,"1215 - 1277 Woolfolk Street, Macon, GA, 31217",Patty Burns,478-746-9421
Duluth GA Pizzeria for Sale #6377,"Atlanta GA Pizzeria & Bar for Sale, Atlanta, GA, 30096",Steven Josovitz,770-840-2121
Macon Road BBQ - Real Estate + Business,"4200 Macon Rd, Columbus, GA, 31907",Carson Cummings,706-289-2468
Frozen Yogurt National Franchises,"3600 Dallas Hwy, Marietta, GA, 30064",Steven Josovitz,770-840-2121
91 Clarence Street/0 Camp Road,"91 Clarence St, Jasper, GA, 30143",Matthew Weiss,404-386-1187
5 Prime Southwest Properties in Atlanta,"1687 Beechwood Blvd SW, Atlanta, GA, 30311",Reginald Jackson,404-474-4153
Multi Use Broad Street Portfolio,"2024 Broad St, Augusta, GA, 30904",Jonathan Aceves,706-294-1757
"109 Daffron Rd, Ringgold, GA","109 Daffron Rd, Ringgold, GA, 30736",Geoffrey Ramsey,423-227-5564
Kings Bay Commercial Lot,"Osborne Rd, St. Marys, GA, 31558","Simon V. Grigoryan, MBA",904-672-1443
5 Door Rental Portfolio - Monroe County GA,"237 Parsons St, Forsyth, GA, 31029",Jessica Bowers,478-795-4663
"216 Greene Street, Augusta GA 30901","216 Greene St, Augusta, GA, 30901",Danielle Meikrantz,706-284-8359
Coffee Shop,"6409 Jimmy Carter Blvd, Norcross, GA, 30071",Jose De La Rosa,770-495-5050
Jackson Street Apartments,"150 Jackson St, Newnan, GA, 30263",Mark Wright,770-542-8480
Value-Add Multifamily Near West BeltLine Trail | 64 Units,"1247 Joseph E. Boone Blvd NW, Atlanta, GA, 30314",Andy Lundsberg,404-876-1640
RENOVATED Multi-family 9 buildings 5-min to downtown Griffin,"712 searcy avenue, griffin, GA, 30223",Arleen Sealy-Hannibal,678-350-8522
404 E Duffy St,"404 E Duffy St, Savannah, GA, 31401",Jessica Kelly,912-238-0874
Reserve Auto,"7780 Tara Blvd, Jonesboro, GA, 30236",Dionna Daniel,404-205-1474
Brew House Lofts,"452 2nd St, Macon, GA, 31201",Kay Hill,864-678-5997
432 4th Avenue,"432 4th Avenue, Dalton, GA, 30721",louis wieland,404-441-0719
16-Unit Multifamily Near Ponce City Market- 6.5% Cap Rate,"549 Highland Ave NE, Atlanta, GA, 30312",Andy Lundsberg,404-876-1640
512 Lindsay St Nw,"512 Lindsay St NW, Atlanta, GA, 30314",Dave Alleyne,404-902-8935
18-Unit Multifamily Opportunity in West Midtown,"625 Jett St NW, Atlanta, GA, 30318",Andy Lundsberg,404-876-1640
"10-Townhome Package in East Point, GA","1410 Canopy Dr, East Point, GA, 30344",Orlando Escanelle,305-662-1502
Chris Apartments,"99 Chris Dr, Warner Robins, GA, 31093",Sabrina Sargent,770-914-2122
567 WINTON TERRACE NE,"567 Winton Terrace NE, Atlanta, GA, 30308",Nik Hatzis,404-662-8344
"Lake Lanier Area Boat Sales, Service & Storage Facility","301 Atlanta Rd, Cumming, GA, 30040",SAM POPEJOY,770-913-3901
The Bell House,"132 E College St, Griffin, GA, 30224",Valerie Howard,770-318-8165
Wholesale liquidators,"2485 Lithonia blvd, Lithonia, GA, 30058",Steve White,202-910-4707
14-Unit Value-Add Opportunity in Hapeville,"877 Virginia Ave, Atlanta, GA, 30354",Andy Lundsberg,404-876-1640
Parks At Lanier,"210 Lanier Dr, Statesboro, GA, 30458",Chris Yeagle,843-860-6908
Dunlap Pointe,"3241 Turner St, East Point, GA, 30344",Art Garrison,404-435-6632
"337 Pine Street NE Atlanta, Georgia 30308","337 Pine St NE, Atlanta, GA, 30308",Peter Marks,404-585-7355
ATL-15 Residential Property Portfolio,"4077 Ballina Dr, Decatur, GA, 30034",Hillary Dukes,404-861-9361
Light Value-Add Multifamily Opportunity | 20 Units,"1980 Stanton Rd, East Point, GA, 30344",Andy Lundsberg,404-876-1640
Large Triplex in the Heart of Midtown | Ansley Park,"71 17th Street NE, Atlanta, GA, 30309",Andy Lundsberg,404-876-1640
Oakwood Boat & Rv Storage,"4302 McBrayer Rd, Oakwood, GA, 30566",Jonathon Kysel,678-467-2001
"Healthcare Service Business - Spanish Oaks Hospice, LLC","1851 Whitefield Ave, Savannah, GA, 31406",Ernie Anaya,404-876-1640
785 N Houston Road,"785 N Houston Rd, Warner Robins, GA, 31093",Ethan Hutten,478-213-0350
Renovated Intown 10-Unit Apartment Building with Extra Land,"678 Moreland Ave NE, Atlanta, GA, 30306",Andy Lundsberg,404-876-1640
"8 E 41st St Savannah, GA 31401","8 E 41st St, Savannah, GA, 31401",Jessica Kelly,912-238-0874
E. Broughton Retail,"E Broughton St, Savannah, GA, 31401",Taylor Frame,404-987-9056
1307 W. North Street,"1307 North St W, Vidalia, GA, 30474",Brenda Hadden,912-537-8945
121 W Hall St,"121 W Hall St, Savannah, GA, 31401",Ben Bluemle,912-210-4767
"Industrial, Development, Multifamily Land for Sale","2332 Old Covington Hwy, Conyers, GA, 30012",Javier Rosillo,470-546-5118
6065 LAKE FORREST Drive NW Unit Suite 170,"6065 LAKE FORREST Drive NW Unit Suite 170, Atlanta, GA, 30328",Josef Shubaev,718-675-0219
522 E Bolton ST,"522 E Bolton St, Savannah, GA, 31401",Ben Bluemle,912-210-4767
741 Woodard,"741 Woodard Ave., Macon, GA, 31204",Austin 'Clay' Sexton,678-588-7625
408 Belgarde Pl SE,"408 Belgarde Pl SE, Atlanta, GA, 30354",Judy Garcia,No Phone Number Available
2911 Piedmont Road NE Unit Upstairs/ Or Downstairs,"2911 Piedmont Road NE Unit Upstairs/ Or Downstairs, Atlanta, GA, 30305",Tom Ellicott,404-643-6180
3810 University Avenue,"3810 University Ave, Columbus, GA, 31907","Delois ""Dee"" Marsh",706-610-0182
118 N Main Street,"118 N Main Street, Ellijay, GA, 30540",Irene Witt,706-276-1254
Award Winning Affordable Multifamily Near Westside BeltLine,"1200 Mobile St NW, Atlanta, GA, 30314",Andy Lundsberg,404-876-1640
224 Broad Street,"224 Broad St, Augusta, GA, 30901",Natalie Williams,404-281-1150
4000 Sq ft Flex building,"6287 GA-85 BLD-2, Riverdale, GA, 30274",Ashok Patel,404-392-5672
324-348 Bay Street,"324-348 Bay Street, Atlanta, GA, 30303",Monty Coursey,770-755-6588
Horse and Cow Pub and Grill,"143 City Smitty Dr, St. Marys, GA, 31558",Corey Register,912-674-9995
2876 Johnson Ferry Road Unit 150,"2876 Johnson Ferry Road Unit 150, Marietta, GA, 30062",Todd Burdett,470-606-3254
Single Family Investment Portfolio,"475 Howarth Dr, Swainsboro, GA, 30401",Justine McLaurin,678-218-8648
"Multifamily & Land Portfolio | Macon, GA","571 Green Pl, Macon, GA, 31217",Brice Burns,478-733-4245
320 Featherston Rd SW,"320 Featherston Rd SW, Rome, GA, 30165",Cole Allen,706-252-5196
"424 GORDON Street Unit 422,424,426,428","424 GORDON Street Unit 422,424,426,428, Bremen, GA, 30110",Angie Gregory,404-597-8724
3721 Mars Hill road NW,"3721 Mars Hill Rd, Acworth, GA, 30101",Larry DiBiase,770-331-8204
314 5th Street - Midtown Atlanta,"314 5th St NE, Atlanta, GA, 30308",RENU LAL,404-375-4872
Commercial/Multi-Family Development Opportunity ±4.13 AC,"7721 Dallas Hwy, Douglasville, GA, 30134",Kris Holt,678-320-4800
Recently Renovated 8-Unit Apartment Steps | Marietta Square,"127 Atlanta St SE, Marietta, GA, 30060",Andy Lundsberg,404-876-1640
Iris Lake Retreat,"1209 Iris Lake Rd, McDonough, GA, 30252",Will White,770-532-9911
Planet Smoothie,"1841 Mt Zion Rd, Morrow, GA, 30260",Gus Nassif,404-642-2360
51 Pope Street,"51 Pope Street, Newnan, GA, 30263",Syed Firoz,470-269-0420
518 & 520 E Waldburg ST,"518 E Waldburg St, Savannah, GA, 31401",Ben Bluemle,912-210-4767
229 Ellis Street,"229 Ellis St, Augusta, GA, 30901",Natalie Williams,404-281-1150
Wasabi House,"5500 Chamblee Dunwoody Rd, Dunwoody, GA, 30338",Song Kil,678-567-6961
Lowell Drive Multifamily Development Opportunity,"600 Lowell Drive SW, Marietta, GA, 30008",Doug Davidson,404-821-4809
399 Holly Street NW,"399 Holly St NW, Atlanta, GA, 30318",Deji Hambolu,678-207-9432
Latin Restaurant 100% Operative,"Holcomb Bridge Rd, Peachtree Corners, GA, 30092",Javier Rosillo,470-546-5118
"2090 E. Broad St, Greensboro GA","2090 E Broad St, Greensboro, GA, 30642",Lauren Crane,678-910-7735
Greenbriar Low Density Commercial Assemblage,"2265 Childress Dr SW, Atlanta, GA, 30311",Dave Alleyne,404-902-8935
703-AC Mixed Use Opportunity,"0 Athens Hwy, Arcade, GA, 30607",Stephen Lovett,770-297-4807
5.45 +/- Acre Multifamily-zoned property - Moultrie GA,"Doc Darbyshire Rd, Moultrie, GA, 31768",Greg Kurzner,404-932-0719
2451 Peachwood Circle NE,"2451 Peachwood Cir NE, Atlanta, GA, 30345",Willie Acree,770-972-3811
2400 Beverly Hills Drive,"2400 Beverly Hills Dr, Chamblee, GA, 30341",Willie Acree,770-972-3811
210 E 48th Triplex,"210 E 48th St, Savannah, GA, 31405",Quintin Cowart,912-667-5585
Ardsley Park Quadplex Savannah Georgia,"221 E 56th St, Savannah, GA, 31405",Quintin Cowart,912-667-5585
Deliver CLS,"595 Old Norcross Rd, Lawrenceville, GA, 30046",Agha Kazmi,678-935-2800
4485 Tench Road Unit 710,"4485 Tench Road Unit 710, Suwanee, GA, 30024",Yang Sook Kwon,404-933-7557
905 Juniper Street NE Unit 110,"905 Juniper Street NE Unit 110, Atlanta, GA, 30309",Tom Ellicott,404-643-6180
Collision Repair & Towing Biz with Prime Real Estate,"Withdrawn, Griffin, GA, 30224",Chinile Caudle,404-550-1018
Ideal Properties,"4212 Willis St, Columbus, GA, 31903",Chris Gordon,706-442-4224
Jones Street Apartments,"125 Jones St, Blue Ridge, GA, 30513",Walker Tuten,478-973-5384
1599 Highway 280,"1599 Highway 280, Milan, GA, 31060",SUSAN EVANS,912-423-9291
HARDWARE & LUMBER STORE,"567 S Talbotton St, Greenville, GA, 30222",Judy Greene,770-715-2272
2410 Benjamin E Mays Drive SW,"2410 Benjamin E Mays Drive SW, Atlanta, GA, 30311",Jorge Garibaldi,770-294-5207
3454 Jodeco Rd,"3454 Jodeco Rd, McDonough, GA, 30253",RAJENDRA DALAL,770-369-7552
HISTORIC HOWELL STATION INVESTMENT TRIO,"1091 Longley Ave NW, Atlanta, GA, 30318",Dave Alleyne,404-902-8935
Turnkey Profitable Seafood Restaurant –Big Potential Awaits!,"910 Athens Hwy, Loganville, GA, 30052",Andy Li,470-642-5888
704 Symonds Street Vidalia,"704 Symonds St, Vidalia, GA, 30474",Russell Finland,912-655-7555
Waldburg STVR Rental Units,"112 W Waldburg St, Savannah, GA, 31401",Matthew Randolph,912-547-6635
1156 Anthony Road,"1156 Anthony Rd, Macon, GA, 31204",Jerrod Otting,727-631-1938
530 & 542 Parkwood Way,"530 Parkwood Way, Jonesboro, GA, 30236",MARION WEBB,470-781-2772
316 Moring St,"316 W Moring St, Swainsboro, GA, 30401",Charles Rockett,912-682-1959
904 Rabun Road,"904 Rabun Rd, Sparta, GA, 31087",Claudia J Baron Smart,336-929-2831
"Precision, Growth, Opportunity: Top CMM Business!","Undisclosed Address, Minneapolis, MN, 55487",Scott Hislop,507-340-4219
928 Hwy 19,"928 US-19, Meansville, GA, 30256",Ben Yates,706-884-5681
QuadPlex Savannah Georgia Baldwin Park,"625 E 41st St, Savannah, GA, 31401",Quintin Cowart,912-667-5585
Hathaway Dr,"11547 Hathaway Dr, Hampton, GA, 30228",Trey freeman,678-480-3713
2850 Johnson Ferry Road Unit 100,"2850 Johnson Ferry Road Unit 100, Marietta, GA, 30062",Mohamad Alhomsi,860-770-9563
Multifamily Development Site – 29 Acres at I-75 and SR 20,"5583 Hwy 20, Cartersville, GA, 30121","Marina Mirolli, CCIM",678-787-0273
Chamblee Lot ready to build zoned Village Commercial,"2142 Dowdell Dr, Chamblee, GA, 30341",John Bailey,770-484-7888
Winsome Grove Event Venue,"400 Nesbitt Road, Pavo, 31778",Lori Bembry Weldon,229-977-6065
Seafood Restaurant -Stone Mountain,"S Hairston Rd, STONE MOUNTAIN, GA, 30083",Andy Li,470-642-5888
Tower Ridge Townhomes Portfolio,"Toweridge Portfolio, Marietta, GA, 30064",Stacy Carter,678-641-6631
19-Unit Value-Add Multifamily | Inman Park | Assumable Debt,"478 North Highland Avenue Northeast, Atlanta, GA, 30307",Andy Lundsberg,404-876-1640
Avery Village Apartments - 22 Units,"86 N Avery Rd NW, Rome, GA, 30165",Justin Pollard,706-802-7458
"239 Howard Street NE, Atlanta, GA 30317","239 Howard St NE, Atlanta, GA, 30317",Nik Hatzis,404-662-8344
2 Middle Georgia Rental Homes at a Great Price,"110 Merlin St, Warner Robins, GA, 31093",Jerrod Otting,727-631-1938
Golden Krust,"1484 E Hwy 34, Newnan, GA, 30265",Cornell Casey,678-230-1811
I-75 & GA 280,"2001 Short Ave, Cordele, GA, 31015",Lee Perlis,404-862-1192
Atomic Peak RV Park,"10531 GA-23, Girard, GA, 30426",Mark Lawson,423-618-7401
3-Unit Multifamily | Prime Location Across Freedom Park,"1326 North Avenue NE, Atlanta, GA, 30307",Andy Lundsberg,404-876-1640
Ashby Park Apartments,"880 Rock St NW, Atlanta, GA, 30314",Jacob Zapata,210-587-5388
Land for Sale Next to Interstate 20 Atlanta,"6753 Millwood Lane, Stonecrest, GA, 30038",Delroy Boreland,678-471-7499
Rockdale Circle,"1601 Rockdale Cir, Snellville, GA, 30078",Rais Usman,404-247-3288
1916 Battle Row,"1916 Battle Row, Augusta, GA, 30904",Susan Jackson,706-284-1801
Completely Renovated Duplex! 2-2BR/1BA Units & Rear Parking,"1514 Augusta Ave, Savannah, GA, 31415",Melanie Kramer,912-658-1390
Value-Add Multifamily Opportunity | 136 Units,"4663 Waldrop Dr, Forest Park, GA, 30297",Andy Lundsberg,404-876-1640
Downtown Watkinsville Portfolio Opportunity,"70 Colham Ferry Extension, Watkinsville, GA, 30677",Stephanie Paulus,706-296-2327
"Seafood Restaurant - Lilburn, GA","Lawrenceville Hwy, Lawrenceville, GA, 30044",Andy Li,470-642-5888
"4 Columbus, GA Investment Property Package","1534 30th St, Columbus, GA, 31904",Austin 'Clay' Sexton,678-588-7625
Build Up to a sixplex,"1811 F St, Brunswick, GA, 31520",Michelle Wolfe,850-603-0234
WeStore Climate Controlled Storage Units,"5092 Hog Mountain Rd, Flowery Branch, GA, 30542",Nick Walker,213-613-3223
2329 Highway 41-Forsyth,"2329 US-41, Forsyth, GA, 31029",H.W. Harper,478-951-3991
13 N Main ST,"13 N Main St, Wadley, GA, 30477",Kimberly Williams,706-750-0785
Large Triplex Near Emory University with an In-Ground Pool,"1425 Southland Vista Ct NE, Atlanta, GA, 30329",Andy Lundsberg,404-876-1640
2675 Peachtree Pkwy,"2675 Peachtree Pkwy, Cumming, GA, 30041",Craig Meyer,678-525-6243
1549 Clairmont Road Unit 208,"1549 Clairmont Road Unit 208, Decatur, GA, 30033",Tonya Veal,404-606-6375
966 Wahoo Creek Rd,"966 Wahoo Creek Rd, Murrayville, GA, 30564",James Allison,706-200-2210
Duplex Portfolio in Gwinnett County,"1916 Patterson Cir, Lawrenceville, GA, 30044",Saad Khan,404-512-4146
5426 Woodhaven Rd,"5426 Woodhaven Road Eastman, GA, Eastman, GA, 31023",SUSAN EVANS,912-423-9291
Columbus GA - 4 House Portfolio,"South Columbus 4 House Portfolio, Columbus, GA, 31903",Mike Cosmah,706-570-6762
Fine Dining Restaurant in High Traffic Location in Albany GA,"Provided After NDA Signed, Albany, GA, 31707",Cal Knecht,860-933-7022
209 N Erwin Street,"209 N Erwin Street, Cartersville, GA, 30120",Jeffery Crowe,706-879-1813
Planet Smoothie,"109 Newnan Crossing Bypass, Newnan, GA, 30265",Gus Nassif,404-642-2360
Restaurant building | Strong $ flow,"4120 Lawrenceville Hwy, Lilburn, GA, 30047",Andy Li,470-642-5888
Overlook Airbnbs,"3 Overlook Trail, Rossville, GA, 30741",Paul Hartz,561-594-4545
Marion Park,"706 McDonough Blvd SE, Atlanta, GA, 30315",Billy Scaffidi,404-933-4017
165 N 85 Pkwy,"165 N 85th Pkwy, Fayetteville, GA, 30214",Scott Gilbert,321-872-8734
Two Duplex's - One Lot,"1921 17th Ave, Columbus, GA, 31901",Carson Paris,No Phone Number Available
1110 Elberta Road,"1110 Elberta Road, Warner Robins, GA, 31088",Eliud Rodriguez,478-737-5089
4 Stallworth Street,"4 Stallworth St, Gainesville, GA, 30501",Phil Sutton,770-540-9283
489 Bishop Street,"489 Bishop St NW, Atlanta, GA, 30318",Stan Williams,404-812-4069
636 Canton Rd,"636 Canton Rd, Cumming, GA, 30040",Mary Luhring,404-507-2296
4-Unit Multifamily Minutes from Ponce City Market/BeltLine,"858 Vedado Way NE, Atlanta, GA, 30308",Andy Lundsberg,404-876-1640
Hookah Bar/Night Club & Restaurant,"0000 Marietta, Marietta, GA, 30067",Gus Nassif,404-642-2360
Approximately 1 Acre in West Midtown Potential Townhome,"1905 La Dawn Ln NW, Atlanta, GA, 30318",Michelle Williams,770-595-7662
Metro Atlanta Personal Care Home | 25 Units,"519 Lawrenceville St NW, Norcross, GA, 30071",Ernie Anaya,404-876-1640
Grateful Hill Farm - Family Owned Boutique Creamery & Goat F,"9283 Tallokas Road, Pavo, 31778-7006",Lori Bembry Weldon,229-977-6065
B's Corner Store,"667 Godfrey Rd, Allenhurst, GA, 31301",Ashley McCall,912-312-6991
Car Dealership & Repair Shop,"5885 Memorial Dr, stone Mountain, GA, 30083",Mohammad ALI,678-667-6705
163/169 Third Ave,"163 3rd Ave, McRae-Helena, GA, 31055",SUSAN EVANS,912-423-9291
38 SFR Investment Portfolio,"510 Maxwell Dr, Tyler, TX, 75702",Ivan del-Aguila,469-815-4154
WIN HGTS,"111 1st, Fitzgerald, GA, 31750",Clay Browning,229-834-7486
304 W Trilby Street,"304 W Trilby Street, Wrightsville, GA, 31096",Claudia J Baron Smart,336-929-2831
** 3- Rental Ready Stonehedge Villas **,"103 Stonehedge Drive, Warner Robins, GA, 31088",Joseph Bello,478-954-5422
229 Ellis Street and 224 Broad Street in Augusta,"229 Ellis Street, Augusta, GA, 30901",Natalie Williams,404-281-1150
"Two Commercial Buildings | ±4,058 SF | Zoned MRC-2","1599 Howell Mill Rd NW, Atlanta, GA, 30318",Andy Lundsberg,404-876-1640
Riverside Industrial Factory,"Riverside Industrial Park NE, Rome, GA, 30161",Justin Pollard,706-802-7458
362 O'neal Drive,"362 O'neal Drive, Waverly Hall, GA, 31831","Delois ""Dee"" Marsh",706-610-0182
5811 D De Osta #D,"5811 Deosta Dr, Lake Park, GA, 31636",Ross Cook,229-300-7201
11410 State Highway 370,"11410 State Highway 370, Blakely, GA, 39823",Jaye Cowart,912-660-6773
2911 Piedmont Road NE Unit A,"2911 Piedmont Road NE Unit A, Atlanta, GA, 30305",Tom Ellicott,404-643-6180
Shellman Bluff Sporting Club,"SHELLMAN BLUFF RD NE, Townsend, 31331",Lori Bembry Weldon,229-977-6065
432 4th Ave,"432 4th Ave, Dalton, GA, 30721",louis wieland,404-441-0719
Downtown Atlanta Smoke Shop,"140 Peachtree St NW, Atlanta, GA, 30303",Rabeel Eshai,262-364-6145
Dance School & Event Center!,"Grayson Highway, Grayson, GA, 30017",Gus Nassif,404-642-2360
4-Unit Multifamily Steps From Emory University,"1783 Ridgewood Dr NE, Atlanta, GA, 30307",Andy Lundsberg,404-876-1640
4947-4955 Mountain Springs Way,"4947-4955 Mountain Springs Way, Stone Mountain, GA, 30083",Lance Hammonds,678-485-3118
3406 Barack Obama Blvd Unit G #G,"3406 Barack Obama Blvd, Valdosta, GA, 31602",Jon Bollinger,229-269-3687
1862 Railroad st,"1862 Railroad St, Statham, GA, 30666",Robert Scott,706-621-2050
Planet Smoothie,"90 Glenda Trace, Newnan, GA, 30265",Gus Nassif,404-642-2360
Entitled for Self Storage,"7322 Tribble Gap Rd, Alto, GA, 30510",Sheri Millwood,770-519-8300
