Building Name,Address,Broker,Broker Phone
0000 Cheney Highway,"0000 Cheney Highway, Titusville, FL, 32780",Cody Spaur,321-501-6951
HOLLYWOOD BEACH,"329 Monroe St, Hollywood, FL, 33019",Roman Pavlik,954-317-0104
PINEWOOD PARK PL AMD 2ND,"9210 NW 4th Ave, Miami, FL, 33150",Alex ilic,312-933-7055
Multifamily 20 units,"000 Clearwater, Clearwater, FL, 33765",Gro Miller,727-210-6300
KENSINGTON PARK,"1721 SW 24th Ter, Miami, FL, 33145",Manuel Perez,305-519-5869
Uptown Cashwell Heights,"471 9th Ave N, St. Petersburg, FL, 33701",Jon Reno La Budde,727-510-1921
LENDER IN PLACE- possible assumable loan-7 units,"509 N Ridgewood Ave, Daytona Beach, FL, 32114",Dino Dodani,386-679-0888
8 Unit Multifamily Property,"503 N Ridgewood Ave, Daytona Beach, FL, 32114",Dino Dodani,386-679-0888
The Croton House,"472 Causeway N, New Smyrna Beach, FL, 32169",Chad Erickson,386-689-5825
Duplex Portfolio 29030-29060 OLD DIXIE HWY,"29040 Old Dixie Hwy, Homestead, FL, 33033",Michael Fernandez,786-260-7830
516 Ash Street,"516 Ash St, Fernandina Beach, FL, 32034",Phil Griffin,904-261-2770
Daytona Beach SS/Boat RV Development Site-Permit Ready,"1704 N Nova Rd, Holly Hill, FL, 32117",Josh Koerner,904-591-0140
1333 SE 17th St,"1333 SE 17th St, Ocala, FL, 34471",Lance Schenker,352-351-3630
515 129th Ave,"515 129th Ave E, Madeira Beach, FL, 33708",Mike Reichenbach,727-641-5918
Class A Facility Under Construction,"7728 Ridge Rd, Port Richey, FL, 34668",Christopher Travis,407-924-1408
7 Unit Multi-Family Downtown Stuart,"433 SE Lake St, Stuart, FL, 34994",Rosi Shepard,772-323-7037
FULLY RENTED 12 UNIT,"467 Ridgewood Ave, Daytona Beach, FL, 32117",Dino Dodani,386-679-0888
Starratt Signalized Corner | 2.5 Acres,"Starratt Rd, Jacksonville, FL, 32218","Simon V. Grigoryan, MBA",904-672-1443
1017 SW 9th St,"1017 SW 9th St, Miami, FL, 33130",Mauricio Villasuso,305-340-8901
SILVER BLUFF EST SEC C,"2655 SW 24th Ave, Miami, FL, 33133",Gabriela Rodino,305-338-5355
"15 units! 503,507-509 Ridgewood and 232 Fairview","507 N Ridgewood Ave, Daytona Beach, FL, 32114",Dino Dodani,386-679-0888
8436 N Nebraska,"8436 North Nebraska Avenue, Tampa, FL, 33604",Paul Cross,813-785-7398
444 W 17th St,"444 W 17 Street, Hialeah, FL, 33010",Ron Mann,305-490-1404
PINEMOUNT 2ND REV AMD PL,"7637 NW 3rd Ave, Miami, FL, 33150",Gabriela Rodino,305-338-5355
531 16th St,"531 16th St, Miami Beach, FL, 33139",Fernando Arencibia Jr,786-512-3745
BISCAYNE BCH SUB,"8321 Crespi Blvd, Miami Beach, FL, 33141",Andrea Andrada,786-768-8824
Multifamily 5-unit- Furnished near Wynwood/Health District,"1053 NW 29 St, Miami, FL, 33127",Julissa Ray,305-989-9550
UNDERLINE TWIN HOME Approved to build,"1866 SW 25th Ter, Miami, FL, 33133",Agustin Duarte,305-450-5992
Mixed Use Warehouse & Buildings Opportunity,"865 Orange Ave, Daytona Beach, FL, 32114","Daniel Lyonnais, CCIM",386-852-7932
Chelsea Residences,"400 SE 22nd St, Fort Lauderdale, FL, 33316",George Coloney,954-801-7320
9 Single Family Homes in a BTR Community Portfolio,"79 Guava Pl, Ocklawaha, FL, 32179",Melanie Kayaleh,407-782-1989
River Front Income Oasis! 7 Unit Air BnB Assumable Loan,"5202 Riverside Dr, Port Orange, FL, 32127",Dino Dodani,386-679-0888
242 S Scenic Hwy,"242 S Scenic Hwy, Lake Wales, FL, 33853",Brandy Duncan,863-585-6849
Naples Luxury Motor Suites,"3584 Plover Ave, Naples, FL, 34117",David R. Bartley Sr.,239-261-1186
Historic Pasco County Jail,"37739 Robinson Ave, Dade City, FL, 33523",Jim OBrien,813-404-0665
Condo/Multi Fam Develop Op - Fully Designed/Engineered,"3340 Purple Martin Dr, Punta Gorda, FL, 33950",Charles Thomas,941-621-2202
"3,400 +/- SF - 4 Unit Building!","607 NE 7th Ave, Delray Beach, FL, 33483",Ingrid Kennemer,561-441-0967
Duplex Little Haiti,"5445 NW 5th Ct, Miami, FL, 33127",Matias Rey,305-733-9741
Condo/Co-Op/Villa/Townhouse,"5300 Paseo Blvd, Doral, FL, 33166",Alexander Boria,786-586-2492
Value Add Opportunity - 5 Unit Multifamily,"2613 NW 18th Terrace, Oakland Park, FL, 33311",Matthew Rotolante,305-235-1500
1050 SW 7th St,"1050 SW 7th St, Miami, FL, 33130",Mauricio Villasuso,305-340-8901
10 unit 10 cap!,"115 Bellevue Ave, Daytona Beach, FL, 32114",Dino Dodani,386-679-0888
Haile Market Square Commercial/Residential Building,"8763 SW 27th Ln, Gainesville, FL, 32608",Aaron Bosshardt,352-371-6100
101294 . Dynamic SFR Scattered Across Florida,"101294 . Dynamic SFR Scattered Across Florida, Citrus Springs, FL, 34434",Tom Johnston,602-825-1780
Fort Pierce Portfolio,"1001 N 7th St, Fort Pierce, FL, 34950",Ashley Gonzalez,754-423-5433
MULTI -FAMILY BUILDING I 4 LUXURY APARTMENTS MIAMI BEACH,"3909 Garden Ave, Miami, FL, 33140",Brigitte Lina,786-267-7320
Southern Star Bulk Condo Assemblage,"441 Collins Ave, Miami Beach, FL, 33139",Arthur Porosoff,305-209-8866
5340 US 27 N,"5340 US Hwy 27 N, Sebring, FL, 33870",Peter McDevitt,+1 8634651234
lake seminole 104,"11803 104th St, Largo, FL, 33773",Chris Niewiarowski,727-420-8162
2811,"2811 Indian Creek Dr, Miami Beach, FL, 33140",Alan Waserstein,786-703-1731
Allapattah 4 Plex,"2622 NW 24th St, Miami, FL, 33142",Ivette Agusti,No Phone Number Available
11.6+/- Acres on CR 466 The Villages / Lady Lake,"8924 E County Rd 466, Lady Lake, FL, 32162",Dan Tatro,352-396-9136
"415 - 419 S Parramore Avenue, Orlando FL","415 S Parramore Ave, Orlando, FL, 32805","Hazel Heyer, CCIM",407-301-8516
21423 Overseas Hwy,"21423 Overseas Hwy, Cudjoe Key, FL, 33042",Stephen Mossini,561-789-6391
Cookshed,"1131 US-27, Sebring, FL, 33870",Tom BARRETT,863-991-0337
2811,"2811 Indian Creek Dr, Miami Beach, FL, 33140",Alan Waserstein,786-703-1731
"GROVE ""CHIC"" RESIDENCE","2935 SW 27th Ln, Miami, FL, 33133",Agustin Duarte,305-450-5992
0000 Cheney Highway,"0000 Cheney Highway, Titusville, FL, 32780",Cody Spaur,321-501-6951
Sunrise Mobile Home Park & Apartments,"3670 Dixie Hwy NE, Palm Bay, FL, 32905",Johnny Pullman,321-388-4394
Lucille's Silver Spurs Country & Western Lounge,"3635 S Ridgewood Ave, Edgewater, FL, 32141",Julie Negovan,215-431-9295
Dumpster Hauling Business and Land.,"2585 Jmt Industrial Dr, Apopka, FL, 32703",Timothy Boon,321-246-7930
Suncoast Retail and Multi Residential,"6370 S Suncoast Blvd, Homosassa, FL, 34446",Joseph Alexander,352-303-7968
1630 SW 4th St,"1630 SW 4th St, Miami, FL, 33135",Mauricio Villasuso,305-340-8901
1644 SW 4th St,"1644 SW 4th St, Miami, FL, 33135",Mauricio Villasuso,305-340-8901
Oak Grove,"1494 SW 32nd Ct, Fort Lauderdale, FL, 33315",Peter Catania,561-843-7355
401 S John Young Pkwy,"401 S John Young Pkwy, Kissimmee, FL, 34741",Jim Hachey,321-624-2283
6.57-Acre High-Density Development Opportunity!!!,"W Irlo Bronson Memorial Hwy, Kissimmee, FL, 34746",Benny Spensieri,813-391-1545
Riverside Apartments,"2321 Riverside Ave, Jacksonville, FL, 32204",Jena Dennis,904-806-4274
The Urban Standard,"3365 57th Ave N, St. Petersburg, FL, 33714",Kim Meredith-Hampton,407-219-3315
The Captain Billy Fulford House in Cortez Village,"4507 123rd St W, Bradenton, FL, 34210",Adam Doak,941-923-0535
Old Southeast Quad,"240 20th Ave S, St. Petersburg, FL, 33705",Davis Nunneley,727-619-4936
"CAR DEALERSHIP & BODY SHOP (LICENSES, BUSINESSES & BUILDING)","1742 Canova St SE, Palm Bay, FL, 32909",Sean Hartley,321-323-9784
1735 Arthur St,"1735 Arthur St, Hollywood, FL, 33020",David Moyal,954-554-4182
Blue Angel Townhomes,"7095 N Blue Angel Pkwy, Pensacola, FL, 32526",Shawn Maxey,850-240-1252
2120 Collier Ave BLDG A & B,"2120 Collier Ave, Fort Myers, FL, 33901",Julie Clapp,561-236-9722
HOLLYWOOD BEACH,"329 Monroe St, Hollywood, FL, 33019",Roman Pavlik,954-317-0104
25 Luxury Townhome Development,"827 Highland Ave, Orlando, FL, 32803",Sam King,407-949-0898
Agapi Bistro and Garden & adjacent Nancy's Catering property,"3206 E De Soto St, Pensacola, FL, 32503",Cameron Cauley,850-430-1519
1333 SE 17th St,"1333 SE 17th St, Ocala, FL, 34471",Lance Schenker,352-351-3630
5th Ave Apartments,"6682 5th Ave N, St. Petersburg, FL, 33710",Cary Brown,813-559-2015
9 Unit Condo Portfolio Sale at Silk Oak,"2424 36th Ave W, Bradenton, FL, 34205",Adam Doak,941-923-0535
64 Unit Apartment Redevelopment Site,"340 N Boston Ave, DeLand, FL, 32724",N. Joe LaFleur,407-495-1728
Delray Beach Luxury Townhome Lot,"3230 US-1, Delray Beach, FL, 33483",Mark Barone,No Phone Number Available
Court View Apartments,"1411 E Mohawk Ave, Tampa, FL, 33604",Donald Turner,813-387-4718
BODYSHOP WAREHOUSE FOR SALE,"1025 E 45 ST, HIALEAH, FL, 33013",Bobby Berrido,786-260-7507
17-Unit Apartment & 25-rm Motel,"2803 Alt US Hwy 27 S, Sebring, FL, 33870",Benny Spensieri,813-391-1545
RIVERSIDE MANOR,"3090 NW 27th St, Miami, FL, 33142",Mauricio Villasuso,305-340-8901
Mango Tree Estates,"210 Mango Tree Dr, Edgewater, FL, 32132",Matthew White,407-758-3166
"Portfolio of 4 Properties - College Dr, Middleburg, FL","395 College Dr, Middleburg, FL, 32068",Thomas Hammond,904-806-1218
"Shovel Ready Multi-Family Development Downtown Lakeland, FL","321 W Peachtree St, Lakeland, FL, 33815",Greg Wilkerson,813-235-5685
Opportunity Zone: 3.5Acres MOL Development Site!,"5015 Edgewater Dr, Orlando, FL, 32810",Benny Spensieri,813-391-1545
OWNER FINANCING - Neeld Gordon Warehouse,"1258 19th St N, St. Petersburg, FL, 33713",Joe Esposito,941-212-2222
1131 Broadway Dunedin,"1131 Broadway, Dunedin, FL, 34698",Nate Hatzie,727-612-4792
"1051 Van Arsdale St. Oviedo, FL 32765","1051 Van Arsdale St, Oviedo, FL, 32765",DJ Frees,407-384-0445
7 units! airbnb zoned! Currently rented long term!,"Butler Blvd, Daytona Beach, FL, 32118",Dino Dodani,386-679-0888
665-695 Childs Avenue,"695 Childs Ave, Bartow, FL, 33830",Zach Brown,724-272-9001
HIGHVIEW,"1211/1213 NW 32 PL, Miami, FL, 33125",Mauricio Villasuso,305-340-8901
267 Units Lands for Development at Naranja,"SW 140th Ave, Naranja, FL, 33032","Fabio Faerman, CCIM",786-262-3771
1520 NW 1st St,"1520 NW 1st St, Miami, FL, 33125",Mauricio Villasuso,305-340-8901
Starratt Signalized Corner | 2.5 Acres,"Starratt Rd, Jacksonville, FL, 32218","Simon V. Grigoryan, MBA",904-672-1443
Ella Apartments,"20 Ella St, Melbourne, FL, 32935",Johnny Pullman,321-388-4394
Williston Storage,"507 SE 6th St, Williston, FL, 32696",Josh Koerner,904-591-0140
Saint Johns Self Storage & Boat/RV Storage Development Site,"160 County Rd 210, St. Augustine, FL, 32095",Josh Koerner,904-591-0140
Haile Market Square Commercial/Residential Building,"8763 SW 27th Ln, Gainesville, FL, 32608",Aaron Bosshardt,352-371-6100
The Attic Self-Storage,"102 James St, Venice, FL, 34285",Christopher Travis,407-924-1408
Kingswood Apartment Homes,"1357 KINGSLEY Avenue, Orange Park, FL, 32073",Amber L'Esperance,904-652-9377
Rare Opportunity RV Park,"5900 S Hwy 314 A, Ocklawaha, FL, 32179",Skylar Adams,813-280-5468
River Front Income Oasis! 7 Unit Air BnB Assumable Loan,"5202 Riverside Dr, Port Orange, FL, 32127",Dino Dodani,386-679-0888
Golden Gate Apartments,"4616 Golden Gate Pkwy, Naples, FL, 34116",Sam Ferguson,813-387-4748
Redevelopment @ Traffic Light on Manatee Ave W & 26th St W,"422 26th St W, Bradenton, FL, 34205",Angela Varga,941-932-7131
5961 S A1a,"5961 S A1a, St Augustine, FL, 32080",Rich O'Brien,904-814-2080
872 Deerwood Lane,"872 Deerwood Lane, Chipley, FL, 32428",Marcy O'Donnell,848-220-5555
0 Northgate Street,"0 Northgate Street, Melbourne, FL, 32935",Meili Viera,321-244-7653
602 SW 13th Ave,"602 SW 13th Ave, Miami, FL, 33135",Gabriela Rodino,305-338-5355
9 Single Family Homes in a BTR Community Portfolio,"79 Guava Pl, Ocklawaha, FL, 32179",Melanie Kayaleh,407-782-1989
4121 Dijon Drive,"4121 Dijon Dr, Orlando, FL, 32808","Shakyra Cortes Mendez, PA",321-262-6299
4 W Desoto St,"4 W DeSoto St, Pensacola, FL, 32501",Robert Hartley,850-261-8141
Callaway Development Site,"6822 FL-22, Callaway, FL, 32404","Jane H. Sauls, CCIM",770-328-2379
Chelsea Residences,"400 SE 22nd St, Fort Lauderdale, FL, 33316",George Coloney,954-801-7320
Little Blue Hideaway,"719 Douglas Ave #A,B,C,D, Dunedin, FL, 34698",Kyle Keelan,727-251-5953
Prime Little Havana Gem - Fully Renovated 4-Plex,"112 SW 11th Avenue, Miami, FL, 33130",Matthew Krinzman,305-303-8131
COMMERCIAL LAUNDRY SERVICE BUSINESS,"679 Northwest Enterprise Drive Port St Lucie FL 34986, Port St. Lucie, FL, 34986",Matthew Mondo,772-236-7780
3710 Frow Avenue,"3710 Frow Ave, Miami, FL, 33133",Franz Hoed DeBeche,786-985-9900
Lakeside Storage Suites,"16710 Innovation Ln, Fort Myers, FL, 33913",Justin Milcetich,239-489-4066
5720 W Hallandale Beach Blvd,"5720 W Hallandale Beach Blvd, West Park, FL, 33023",Mario Frech,305-608-5190
RIDGEVIEW SUB,"921 NW 22nd Ct, Miami, FL, 33125",Michael Valdes,305-972-7193
Little Ranches Flats,"2414 Johnson St, Hollywood, FL, 33020",Hernando Perez,954-256-5410
Taylor & Payne Portfolio,"1222 Taylor St, Auburndale, FL, 33823",Cary Brown,813-559-2015
MAGNOLIA SUB,"1786 Ali Baba Ave, Opa-Locka, FL, 33054",Cristian Chavez,786-214-1087
Fort Pierce Portfolio,"1001 N 7th St, Fort Pierce, FL, 34950",Ashley Gonzalez,754-423-5433
PRIME REDEVELOPMENT OPPORTUNITY IN DOWNTOWN TAMPA,"1001 N Franklin St, Tampa, FL, 33602",Kari Lynn Grimaldi,813-882-0884
Multifamily Opportunity Tampa Three Duplex's,"911 E 108th Ave, Tampa, FL, 33612",Gail Bowden,941-525-8283
Olympic Apartments,"40 4th Ave, Shalimar, FL, 32579",Kevin Kohler,954-702-6710
Park Manor,"2504 Park St, Jacksonville, FL, 32204",Brad McCollum,904-521-6959
Highway 390 & 389 - Retail and MF Sites,"2604 County Rd 390, Panama City, FL, 32405",Charlie Haas,850-248-3615
MLK Crab House,"811 Dr. M.L.K. Jr St S, St. Petersburg, FL, 33705",Steven Herzfeld,727-244-0442
Sweetwater Campground,"9429 SW US HIGHWAY 27, Ft White, FL, 32038",Dylan Adams,904-607-6421
SOUTH SHENANDOAH,"1800 SW 13th St, Miami, FL, 33145",Joel Rodriguez,305-635-3005
319 Nicholas Pkwy W,"319 Nicholas Pkwy W, Cape Coral, FL, 33991",Carlos Olivares,305-894-6637
West Ianthe,"321 W Ianthe St, Tavares, FL, 32778",Luis Baez,813-767-6275
West Port Rental Home Portfolio,"The Hammocks West Port, PT CHARLOTTE, FL, 33953","Christi Pritchett, CCIM",239-489-4066
The Cove at Siesta Gateway,"1615 Stickney Point Rd, Sarasota, FL, 34231",Phil Ginexi,941-444-6160
1656 Scenic Gulf Drive,"1656 Scenic Gulf Dr, Destin, FL, 32550",Carl Allen,850-960-8808
1210 Hartman Rd,"1210 Hartman Rd, Fort Pierce, FL, 34947",Cooper Osteen,772-332-9544
PEARSONS SUB,"1010 SW 8th Ave, Miami, FL, 33130",Graciana Luna,786-658-3570
Paver Sealing of South West Florida,"Private, Punta Gorda, FL, 33955",Manny Berrios,407-615-0515
Iconic Trak Motel - Investment Opportunity on Gandy Blvd!,"10610 Gandy Blvd N, St. Petersburg, FL, 33702",Michael Adamo,813-833-1007
Daytona Beach SS/Boat RV Development Site-Permit Ready,"1704 N Nova Rd, Holly Hill, FL, 32117",Josh Koerner,904-591-0140
Waterfront Multi Unit / Redevelopment Opportunity,"8820 Rocky Creek Dr, Tampa, FL, 33615",Kamilla Altunyan,813-365-8765
AIRBNBEACH WALK,"801 1st St S, Jacksonville Beach, FL, 32250",William Bruce,904-994-1579
11.6+/- Acres on CR 466 The Villages / Lady Lake,"8924 E County Rd 466, Lady Lake, FL, 32162",Dan Tatro,352-396-9136
Storage 365 Development - Englewood,"4400 Placida Rd, Englewood, FL, 34224",Bill Bellomy,832-623-1690
Charming 10-Unit Apartment Complex on Auburn Drive,"420 Auburn Dr, Daytona Beach, FL, 32118",Dino Dodani,386-679-0888
Ventura Apartments,"2730 Hope St, Sarasota, FL, 34231",Phil Ginexi,941-444-6160
FULLY RENTED 12 UNIT,"467 Ridgewood Ave, Daytona Beach, FL, 32117",Dino Dodani,386-679-0888
Cloverport Mobile Home Park,"7650 Highway 78 W, Okeechobee, FL, 34974",Peter Dacko,954-923-2325
Beach Side Apartments,"618 73rd Ave, St. Pete Beach, FL, 33706",Alon Varsha,818-536-1752
Morningside,"631 NE 60th St, Miami, FL, 33137",Manny Chamizo,786-453-3171
201 SW 21st Ct | Javier Ubeda | 305-766-1864,"201 SW 21st Ct, Miami, FL, 33135",Arthur Porosoff,305-209-8866
Pensacola STR & Long-Term Rental Portfolio,"4525 N 9th Ave, Pensacola, FL, 32503",Daniel Hua,850-516-9967
2425 N Harbor City Boulevard,"2425 N Harbor City Boulevard, Melbourne, FL, 32935",Anthony Romero,321-723-9990
"Commercial BU 2 in Cocoa, FL!","3275 Lake Dr, Cocoa, FL, 32926",Scott Langston,321-403-1111
Duplex Little Haiti,"5445 NW 5th Ct, Miami, FL, 33127",Matias Rey,305-733-9741
NW 54th Street Development Site,"2455 NW 54th St, Miami, FL, 33142",David Vasquez,973-594-2400
1234 Delivery Ave,"1234 Delivery Ave, Pompano Beach, FL, 33069",John DeMarco,954-453-1000
8436 N Nebraska,"8436 North Nebraska Avenue, Tampa, FL, 33604",Paul Cross,813-785-7398
0000 Doyle Road,"0000 Doyle Road, Deltona, FL, 32738","Daniel Lyonnais, CCIM",386-852-7932
Duplex- East Dania beach,"29 NE 3rd St, Dania Beach, FL, 33004",Yafit Cohen,954-826-7785
Village Green Apartments,"1665 SE Lennard Rd, Port St. Lucie, FL, 34952",Evan Richardson,954-245-3501
Low Touch High Income 12-Pad RV Park,"12300 OLD KINGS Road, Jacksonville, FL, 32219",Simon Garwood,904-673-8622
BRICKELL RIVERVIEW,"855 SW 7th St, Miami, FL, 33130",Gabriela Rodino,305-338-5355
KENSINGTON PARK,"1721 SW 24th Ter, Miami, FL, 33145",Manuel Perez,305-519-5869
PINEMOUNT 2ND REV AMD PL,"7637 NW 3rd Ave, Miami, FL, 33150",Gabriela Rodino,305-338-5355
25 Unit Shovel Ready Princeton Land,"SW 248th St, Princeton, FL, 33032","Fabio Faerman, CCIM",786-262-3771
E 15th Ave - Tampa - ACLF or Multi-Family Land,"3905 E 15th Ave, Tampa, FL, 33605",Elliott Ross,813-755-6700
225 N Flagler Ave,"225 N Flagler Ave, Flagler Beach, FL, 32136",Cornelia Downing Manfre CCIM,386-931-9256
Harrison Apartments,"404 Harrison Ave, Cape Canaveral, FL, 32920",Johnny Pullman,321-388-4394
0000 N Federal Hwy Lot,"0000 N Federal Hwy, Delray Beach, FL, 33483",Mark Barone,No Phone Number Available
Midtown East,"3233 W Cypress St, Tampa, FL, 33607",Ari Ravi,727-452-6864
MAGNOLIA SUB,"1940 Ali Baba Ave, Opa-Locka, FL, 33054",Cristian Chavez,786-214-1087
"Power Source Industries, Sarasota, FL","1565 1st St, Sarasota, FL, 34236",Skylar Adams,813-280-5468
Poinciana Kissimmee Duplexes,"502 Imperial Pl, Kissimmee, FL, 34758",Kim Meredith-Hampton,407-219-3315
"Gainesville Fl property 2.29 ac with 38,500 TPD","7904 NW 39th Ave, Gainesville, FL, 32606",John Thomas,352-538-4453
10 Unit Multi-Family North Miami,"14305 NE 6th Ave, North Miami, FL, 33161",David Vasquez,973-594-2400
North Port Commercial Land - Zoned Activity Center -1,"6040 Talon Bay Dr, North Port, FL, 34287",David Carlson,773-458-3282
522 South Osceola Avenue,"522 S Osceola Ave, Orlando, FL, 32801",Jeffrey Bloom,407-949-0709
Daycare with Real Estate,"7215 Waelti Drive, Melbourne, FL, 32940",Carlos Pelaez,772-215-3436
"3,400 +/- SF - 4 Unit Building!","607 NE 7th Ave, Delray Beach, FL, 33483",Ingrid Kennemer,561-441-0967
Nokomis Inn & Suites,"119 N Tamiami Trail, Nokomis, FL, 34229",Phil Ginexi,941-444-6160
Montclair Villas,"2125 Montclair Dr, Sarasota, FL, 34231",Phil Ginexi,941-444-6160
560 NW 1st Street,"560 NW 1st St, Miami, FL, 33128",David Cohen,305-728-5931
444 W 17th St,"444 W 17 Street, Hialeah, FL, 33010",Ron Mann,305-490-1404
6711 38th Avenue N,"6711 38th Avenue North, St Petersburg, FL, 33710",Jared Vandersluis,417-693-2303
Cross Creek Blvd. & Morris Bridge Road,"15801 Morris Bridge Rd, Thonotosassa, FL, 33592",Bill Buffington,813-363-1009
MULTI -FAMILY BUILDING I 4 LUXURY APARTMENTS MIAMI BEACH,"3909 Garden Ave, Miami, FL, 33140",Brigitte Lina,786-267-7320
"S. C 475, FL","S C 475, Bushnell, FL, 33513",Connie Mahan,352-457-7553
800 SW 17th Avenue,"800 SW 17th Ave, Delray Beach, FL, 33444",Chad Gottsegen,561-400-7750
The Palms at River Oaks,"2323 SW 19th Ave, Fort Lauderdale, FL, 33315",David Marder,845-222-9934
GABRIELA ESTATES,"11270 SW 187th St, Miami, FL, 33157",Deme Mekras,786-671-0149
AUCTION OF 4301 NW 48th Avenue South Florida,"4301 NW 48th Ave, Lauderdale Lakes, FL, 33319",Fred DeFalco,833-243-3325
North Naples Single Family Development Opportunity,"Willoughby Dr, Naples, FL, 34110",Edward Blackburn,239-777-7020
Fully approved 3-unit townhouse project,"55 NE 25th St, Wilton Manors, FL, 33305",Jaime Sturgis,954-595-2999
"904 4th Street , West Palm Beach","904 4th St, West Palm Beach, FL, 33401",Giuliana Torre,917-379-6306
FAIRLAWN,"526 SW 64th Ave, Miami, FL, 33144",Gabriela Rodino,305-338-5355
Own & Operate a Thriving Tree Farm & Nursery {C-217},"16385 NW 112th Ct, Reddick, FL, 32686",Ron Blake,352-475-2199
Sailboat Bend 8-Plex Multifamily Residential Complex,"1415 SW 1st St, Fort Lauderdale, FL, 33312",Ernesto Vega,954-646-5677
242 S Scenic Hwy,"242 S Scenic Hwy, Lake Wales, FL, 33853",Brandy Duncan,863-585-6849
"6856 Abbott Ave 5 units MIAMI BEACH, FL 33141","6856 Abbott Ave, Miami Beach, FL, 33141",Teo Palmieri,786-380-0581
21290 biscayne # 306,"21290 biscayne # 306, Aventura, FL, 33180",Angelica Fajardo,786-290-0973
258 Ft ALAFIA RIVERFRONT,"10500 Bridgewood Dr, Riverview, FL, 33578",Vince Bekiempis,813-918-4947
lake seminole 104,"11803 104th St, Largo, FL, 33773",Chris Niewiarowski,727-420-8162
30 UNIT INDUSTRIAL STORAGE COMPLEX,"3545 Recker Hwy, Winter Haven, FL, 33880",Elias George Kirallah,352-400-2635
BISCAYNE BCH SUB,"8321 Crespi Blvd, Miami Beach, FL, 33141",Andrea Andrada,786-768-8824
SILVER BLUFF EST SEC C,"2655 SW 24th Ave, Miami, FL, 33133",Gabriela Rodino,305-338-5355
"Income-Producing Fourplex – 3745 NW 22nd Ct, Miami, FL","3745 NW 22nd Ct, Miami, FL, 33142",David Vasquez,973-594-2400
Archer Mini Storage,"16881 SW Archer Rd, Archer, FL, 32618",Meir Perlmuter,862-591-7070
"ZONED CG-2!!! SEMI TRUCK PARKING/STORAGE, SELF STORAGE, ETC","1934 Edgewood Ave N, Jacksonville, FL, 32254",Matthew Fischer,386-843-4265
CORAL TERR SEC 1,"7175 SW 23rd St, Miami, FL, 33155",Gabriela Rodino,305-338-5355
Awesome Self Storage,"6489 US-441, Okeechobee, FL, 34974",Cameron Vale,813-825-0391
Lakeside Shoppes at Osceola Village Center,"S John Young Pkwy, Orlando, FL, 34741",Zack McNamara,407-458-5409
TOWN OF HIALEAH 1 ADDN AM,"1234 E 1st Ave, Hialeah, FL, 33010",Bobby Berrido,786-260-7507
Persimmon Storage,"1112 Persimmon Ave, Sebring, FL, 33870",Don Jones,941-320-6336
The Flats at Edgewood (Fort Lauderdale),"3315 SW 15th Ave, Fort Lauderdale, FL, 33315",Joseph Thomas,954-245-3481
600 Bayway Blvd Unit 504,"600 Bayway Blvd, Clearwater, FL, 33767",David Kerr,727-466-6697
Naples Luxury Motor Suites,"3584 Plover Ave, Naples, FL, 34117",David R. Bartley Sr.,239-261-1186
275 SW 4th St.,"275 SW 4th St, Cape Coral, FL, 33991",Carlos Acosta,239-980-0081
SOUTHWEST RENTAL PORTFOLIO,"4206 SW 7th Ave, Cape Coral FL. 33914, Cape Coral, FL, 33914",Tammy Dane,239-478-6259
Waterfront Multifamily / Office / Retail,"2716 NE 14th Street Causeway, Pompano Beach, FL, 33062",Jaime Sturgis,954-595-2999
Commercial Land in West Little river $83 psf,"690 NW 52nd St, Miami, FL, 33127",Giovanni Bertolotti,786-229-2419
"Villages area Development site- Storage, Industrial, RV","11580 South St, Belleview, FL, 34420",Charles Anderson,407-721-3600
Indrio Self Storage - Site Plan Approved,"4875 N US Hwy 1, Fort Pierce, FL, 34951",Mike McCarty,772-341-9322
North Coast Apartments,"545740 US-1, Callahan, FL, 32011",Shawn Druding,609-304-8198
"6826 Ridge Rd Port Richey, FL 34668","6826 Ridge Rd, Port Richey, FL, 34668",RANDA MOORE,707-387-2534
7056 David Blvd,"7056 David Blvd, Port Charlotte, FL, 33981",Michael Price,239-333-4372
1700 Main,"1700 Main St, Atlantic Beach, FL, 32233",TriciaRae Stancato,315-857-7978
Aria Apartments,"3000 Okeechobee Rd, Fort Pierce, FL, 34947",Erdem Altinok,561-324-4439
PLAT NO 1 OPA LOCKA,"1240 Sesame St, Opa-Locka, FL, 33054",Ronald Sadaka,305-209-4904
Crescent Lake 6 Unit,"1335 Dr M.L.K. Jr St N, St. Petersburg, FL, 33701",Tyler Carpenter,813-362-4586
First Class Car Care Center LLC,"8090 Gladiolus Dr, Fort Myers, FL, 33908",Lisa Guirguis,239-896-8300
SOUTH RIVER DRIVE APARTMENTS,"400 NW South River Dr, Miami, FL, 33128",Ian Lazaro Osorio,786-399-6569
Paver Business with Industrial Real Estate,"4516 W Linebaugh Ave, Tampa, FL, 33624",Kori Billings CCIM,813-997-3341
SEMINOLE,"3813-3823 Seminole Ave, Fort Myers, FL, 33916",LUIS CORONEL,786-488-3124
21 SE 11th Avenue,"21 SE 11th Avenue, Fort Lauderdale, FL, 33301",Josh Dotoli,954-290-4793
2379 NE 172nd St,"2379 NE 172nd St, North Miami Beach, FL, 33160",ERNESTO BUSTAMANTE,305-525-4647
