Building Name,Address,Broker,Broker Phone
Fontana Ave Redevelopment,"2531 N Fontana Ave, Tucson, AZ, 85705",Elan Spreiser,520-349-6749
First Avenue Mixed Use,"3312 N 1st Ave, Tucson, AZ, 85719",Elan Spreiser,520-349-6749
450 E Willis Rd Unit 17,"450 E Willis Rd, Chandler, AZ, 85286",Beth Jo Zeitzer,602-319-1326
450 E Willis Rd Unit 16,"450 E Willis Rd, Chandler, AZ, 85286",Beth Jo Zeitzer,602-319-1326
450 E Willis Rd Unit 9,"450 E Willis Rd, Chandler, AZ, 85286",Beth Jo Zeitzer,602-319-1326
450 E Willis Rd Unit 8,"450 E Willis Rd, Chandler, AZ, 85286",Beth Jo Zeitzer,602-319-1326
18833 N Palomar Dr,"18833 N Palomar Dr, Sun City West, AZ, 85375",Melanie Lakovich,602-803-1237
18841 N Palomar Drive,"18841 N Palomar Dr, Sun City West, AZ, 85375",Melanie Lakovich,602-803-1237
Hayden Lane Townhomes,"1916 E Hayden Ln, Tempe, AZ, 85281",Carrick Sears,480-425-5529
1002 N 27th Pl Phoenix AZ 85008,"1002 N 27th Pl, Phoenix, AZ, 85008",Christopher Sicz,480-628-9856
"2017 N 17TH ST, Phoenix, AZ 85006","2017 N 17th St, Phoenix, AZ, 85006",Christopher Sicz,480-628-9856
The View at North Mountain,"9423 N 17th Ave, Phoenix, AZ, 85021",Paul Bay,602-687-6679
Buckeye 4-plex,"202 S 2nd St, Buckeye, AZ, 85326",Keith Grayson,602-418-2950
2801 Silver Creek Road,"2801 Silver Creek Rd, Bullhead City, AZ, 86442",Brandon Stidham,928-278-7862
McKinley St Apartments,"2203 E McKinley St, Phoenix, AZ, 85006",Colt Siler,623-533-1746
Cars of the Mother Road,"341 W Rte 66, Williams, AZ, 86046",Kendra Noriega,951-215-5236
Earll at Arcadia,"3219 E Earll Dr, Phoenix, AZ, 85018",Paul Bay,602-687-6679
Florence Mini Storage Development Site,"Florence Heights Dr, Florence, AZ, 85132",Nick Walker,213-613-3223
Eloy 13,"4215 N Granada Dr, Eloy, AZ, 85131",Eric Hegarty,480-329-6083
State 6,"2600 W State Ave, Phoenix, AZ, 85051",Richard De Luca,602-456-5050
The Friendly Tavern,"1949 S Arizona Ave, Yuma, AZ, 85364",maria stefanakos,No Phone Number Available
345 S. Shouse St,"345 S Shouse, Mesa, AZ, 85204",Kelly Carlon,480-463-4199
Seventh Street Villas Townhomes,"6631 S 7th St, Phoenix, AZ, 85042",John Klocek,602-344-9258
"Jerome, AZ","222 1st Ave, Jerome, AZ, 86331",Bethany Gregersen,928-853-0984
Two Two Cactus,"2223 E Cactus Rd, Phoenix, AZ, 85022",Paul Bay,602-687-6679
Tempe Hard Corner Redevelopment - Apache Square,"SWC McClintock road and Apache Boulevard, Tempe, AZ, 85281",Linda Fritz-Salazar,480-612-0398
139 East Toole Avenue - Infill Site,"139 E Toole Ave, Tucson, AZ, 85701",John Ash,520-323-5177
"1950 E Yale St, Phoenix, AZ 85006","1950 E Yale St, Phoenix, AZ, 85006",Edson Salas,602-319-0985
Tuscano Towne Center Pad,"Tuscano Towne Center Pad, Phoenix, AZ, 85043",Matt Milinovich,480-423-7959
405 South Priest Drive,"405 S Priest Dr, Tempe, AZ, 85281",Bryce Neagle,602-714-8931
Las Brisas Apartments,"2200 Las Brisas Way, Sierra Vista, AZ, 85635",Justin Lanne,520-907-3470
Balboa Avenue and Delano Court,"2432 N Balboa Ave, Tucson, AZ, 85705",Joseph Dietz,602-524-0418
231 W 32nd Street,"231 W 32nd St, Tucson, AZ, 85713",Michael Shiner,520-247-6436
Hubbell,"4705 E Hubbell St, Phoenix, AZ, 85008",Paul Bay,602-687-6679
Fontana Court and Fontana East,"3127 N Fontana Ave, Tucson, AZ, 85705",Joseph Dietz,602-524-0418
Casa De Caro,"5240 E Bellevue St, Tucson, AZ, 85712",Joseph Dietz,602-524-0418
Bellview,"514 S Bellview, Mesa, AZ, 85204",Luis Espinoza,602-373-9729
Reflections at Red Mountain,"2601 E McKellips Rd, Mesa, AZ, 85213",Todd Wohl,866-568-6638
Melvin Street,"3101 W Melvin St, Phoenix, AZ, 85009",Paul Bay,602-687-6679
Pedata RV Center,"4933 S Outlet Center Dr, Tucson, AZ, 85706","Beau Barger, CBB, ABI",520-750-1764
The Premier,"2330 W Belmont Ave, Phoenix, AZ, 85021",Paul Bay,602-687-6679
Edison Midtown Condo Portfolio,"3131 N Central Ave, Phoenix, AZ, 85012",Bryce Neagle,602-714-8931
Westminster,"845 N 2nd Ave, Phoenix, AZ, 85003",Adam Saylor,602-687-6768
Macallister,"2016 W Orangewood Ave, Phoenix, AZ, 85021",Paul Bay,602-687-6679
709 & 827 East Hazel Drive,"709 E Hazel Dr, Phoenix, AZ, 85042",Carson Griesemer,602-714-1370
Sunnyside Cottages,"1521 E Sunnyside Dr, Phoenix, AZ, 85020",Darrell Moffitt,602-687-6671
7119 N 67TH AVE,"7119 N 67TH AVE, Glendale, AZ, 85301",Desaree Suttle,No Phone Number Available
"Former Assisted Living Center; Hospitality, Multi Fam","152 N 56th St, Mesa, AZ, 85205",Teo Cupes,602-944-2100
Rose Vista,"7537 N 21st Ave, Phoenix, AZ, 85021",Paul Bay,602-687-6679
Assisted Living/ Group Home for Sale or Lease- up to 32 Beds,"6632 S 22nd St, Phoenix, AZ, 85042","Brook Miller, MBA",602-391-7164
Venture on Central,"6540 N Central Ave, Phoenix, AZ, 85012",John Klocek,602-344-9258
34300 S Old Black Canyon Rd,"34300 S Old Black Canyon Hwy, Black Canyon City, AZ, 85324",Sammy Hernandez,480-637-4355
Monterey Way,"207 E Monterey Way, Phoenix, AZ, 85012",Jody Meyers,602-405-2599
Success RV/Boat and Self Storage Development Site,"11494 EAST SUCCESS DRIVE, VAIL, AZ, 85641",Walter Brauer,213-613-3226
The View at North Mountain,"9423 N 17th Ave, Phoenix, AZ, 85021",Paul Bay,602-687-6679
139 East Toole Avenue - Infill Site,"139 E Toole Ave, Tucson, AZ, 85701",John Ash,520-323-5177
Columbia Plaza Storage,"9905-10061 W Camelback Rd, Phoenix, AZ, 85037",Natalie Jaafar,602-384-1594
10 Bed New Assisted Living Home !,"19000 W Assisted Living Lane, Surprise, AZ, 85388",Mark M Achitei,602-434-0241
Eclipse Luxury Condominiums,"1401 N Granite Reef Rd, Scottsdale, AZ, 85257",Karl Abert,602-513-5107
Siesta 16,"2525 E Siesta Ln, Phoenix, AZ, 85050",Adam Saylor,602-687-6768
The Canella Townhomes,"5939 W Missouri Ave, Glendale, AZ, 85301",Carrick Sears,480-425-5529
Success RV/Boat and Self Storage Development Site,"11494 EAST SUCCESS DRIVE, VAIL, AZ, 85641",Walter Brauer,213-613-3226
Monarch,"2335 E Utopia Rd, Phoenix, AZ, 85024",Adam Saylor,602-687-6768
5275 Huntington,"5275 Huntington Rd, Fort Mohave, AZ, 86426",Brandon Stidham,928-278-7862
Florence Mini Storage Development Site,"Florence Heights Dr, Florence, AZ, 85132",Nick Walker,213-613-3223
Century Drive Duplex,"9938 W Century Dr, Arizona City, AZ, 85123",Laura Good,480-406-1984
"Former Assisted Living Center; Hospitality, Multi Fam","152 N 56th St, Mesa, AZ, 85205",Teo Cupes,602-944-2100
The Premier,"2330 W Belmont Ave, Phoenix, AZ, 85021",Paul Bay,602-687-6679
Buckeye 4-plex,"202 S 2nd St, Buckeye, AZ, 85326",Keith Grayson,602-418-2950
Medlock Place,"37 W Medlock Dr, Phoenix, AZ, 85013",Paul Bay,602-687-6679
"Southwest Corner El Conquistador & N Oracle, Oro Valley AZ","Southwest Corner El Conquistador Way & N Oracle Rd, Oro Valley, AZ, 85704",Randi Burdette,262-332-1417
Mesa AZ Development Site,"4312 E University Dr, Mesa, AZ, 85205",Walter Brauer,213-613-3226
Seventh Street Villas Townhomes,"6631 S 7th St, Phoenix, AZ, 85042",John Klocek,602-344-9258
Casa Cibola,"3208 N 68th St, Scottsdale, AZ, 85251",Karl Abert,602-513-5107
5837 N Escondido Lane,"5837 N Escondido Ln, Tucson, AZ, 85704",Daniel Biel,520-850-8080
"Jerome, AZ","222 1st Ave, Jerome, AZ, 86331",Bethany Gregersen,928-853-0984
The 8 on Bonarden Lane,"1427 S Bonarden Ln, Tempe, AZ, 85281",Zack Mishkin,602-363-6363
Bellview,"514 S Bellview, Mesa, AZ, 85204",Luis Espinoza,602-373-9729
Alta Vista Mini Storage,"2750 W Northern Ave, Phoenix, AZ, 85051",Walter Brauer,213-613-3226
4th and Richey Rental Home Portfolio,"3601 E 4th St, Tucson, AZ, 85716",Kelly Stephen Doty,520-918-3732
"1950 E Yale St, Phoenix, AZ 85006","1950 E Yale St, Phoenix, AZ, 85006",Edson Salas,602-319-0985
Sage House,"5449 E Crocus Dr, Scottsdale, AZ, 85254",Luis Espinoza,602-373-9729
I-10 RV Storage,"6740 W Germann Rd, Chandler, AZ, 85226",Devin Beasley,602-687-6787
2007 W 8TH ST,"2007 W 8th St, Yuma, AZ, 85364",Aneyda Bonfiglio,928-446-4156
1923 W 2nd St,"1923 W 2nd St, Winslow, AZ, 86047",Bruce Bourne,928-699-1336
1911 W Irvington Place,"1911 Irvington Pl, Tucson, AZ, 85746",Anthony Boatner,520-991-7424
Winslow Duplex,"220 E Maple St, Winslow, AZ, 86047",Andrew Salter,602-708-3100
Four Plex - 28th St,"1011 N 28th St, Phoenix, AZ, 85008",Kevin McGowin,480-400-2920
Phoenix Metro - 37 Residential Units,"6900 E Princess Dr, Phoenix, AZ, 85054",Jeems Lochridge,602-229-5822
2801 Silver Creek Road,"2801 Silver Creek Rd, Bullhead City, AZ, 86442",Brandon Stidham,928-278-7862
AZ City Package Deal - SFR & Duplex,"8306 W Pineveta Dr, Arizona City, AZ, 85123",Laura Good,480-406-1984
Multifamily Opportunity,"1704 W Colter St, Phoenix, AZ, 85015",David Prom,602-527-9110
6 Bed Assisted Living Home !,"16000 W Assisted LIving Ln, Surprise, AZ, 85374",Mark M Achitei,602-434-0241
Palomino Pointe,"2822 E Tierra Buena Ln, Phoenix, AZ, 85032",Brian Gaffney,602-999-2447
"13190 E CENTRAL AVE, Mayer, AZ 86333","13190 Central Ave, Mayer, AZ, 86333",Paul Nehmeh,623-910-4003
The Friendly Tavern,"1949 S Arizona Ave, Yuma, AZ, 85364",maria stefanakos,No Phone Number Available
5045 S River Run Drive,"5045 S River Run Dr, Tucson, AZ, 85746",Anthony Boatner,520-991-7424
Wedgewood Circle Duplex - CAP 5.48%,"1150 N Wedgewood Cir, Mesa, AZ, 85203",Laura Good,480-406-1984
2770 Starlight Drive,"2770 N Starlight Dr, Prescott Valley, AZ, 86314",Ryan Mancuso,928-925-7568
Eloy 13,"4215 N Granada Dr, Eloy, AZ, 85131",Eric Hegarty,480-329-6083
345 S. Shouse St,"345 S Shouse, Mesa, AZ, 85204",Kelly Carlon,480-463-4199
