Building Name,Address,Broker,Broker Phone
"6931 Beach Drive, Ocean Isle Beach, NC - Restuarant","6931 Beach Dr SW, Ocean Isle Beach, NC, 28469",Brea Faircloth,910-363-7469
Hwy 70 Garner Commercial Opportunity,"123 New Rand Rd, Garner, NC, 27529",Rhomni Williams,919-306-2638
Koster Equipment Sales & Rental | ATV Dealer,"424 Terrell Rd, Franklin, NC, 28734",Evan Harrell,828-371-5103
Cold Mountain Nursery Inc,"147 Mulberry Ln, Canton, NC, 28716",Luke Bradley,828-606-4529
1300 Broad St Condos,"1300 Broad St, Durham, NC, 27705",Stephen Frasher,919-201-8396
Marine Repair,"10030 Bellhaven Blvd, Charlotte, NC, Charlotte, NC, 28214",Scott Snider,704-222-3357
178 Slaydon Rd,"178 Slaydon Rd, Eden, NC, 27288",Michael McCollum,336-432-2222
"5505 Flinchum, Ave. Julian NC","5505 Flinchum Ave, Julian, NC, 27283",Karen C. Albright,336-337-7268
330 Wellington Rd,"330 Wellington Rd, Saint Pauls, NC, 28384",Steve Hogan,910-797-1910
Stanley Storage - Winston-Salem,"3866 N Patterson Ave, Winston-Salem, NC, 27105",Adriana Rivera,864-363-8601
3736 Us Highway 64,"3736 E US Hwy 64, Lexington, NC, 27292",Tim Taylor,336-848-4444
Multi-Family/Residential Site For Lease,"709 Eagle Rd, Greensboro, NC, 27407",David Chandler,704-365-2152
40 Eagles Nest Rd.,"40 Eagles Nest Rd, Waynesville, NC, 28786",Brian Noland,828-452-5809
2010 Burke Mill Road,"2010 Burke Mill Rd, Winston-Salem, NC, 27103",Tiffany Secoges,336-480-2094
4338 Calico Rd,"4338 Calico Rd, Lenoir, NC, 28645",Tuffer Howell,828-632-2446
Burlington MSA Self Storage Facility,"2026 Chapel Hill Rd, Burlington, NC, 27215",Nick Walker,213-613-3223
"11.91 Acres in Reidsville, NC","0 Freeway Dr, Reidsville, NC, 27320",Scott Linderer,336-454-9368
HWY 42,"NC HWY 42 & Old Drugstore Rd, Garner, NC, 27529",Jim Broemer,919-379-9288
Outparcel 4 - NC HWY 42 & Old Drugstore Rd,"NC HWY 42 & Old Drugstore Rd, Garner, NC, 27529",Jim Broemer,919-379-9288
Outparcel 1 - NC HWY 42 & Old Drugstore Rd,"NC HWY 42 & Old Drugstore Rd, Garner, NC, 27529",Jim Broemer,919-379-9288
"Highway 109, Thomasville Road Tract 1 & 2","Highway 109, Thomasville Road Tract 1 & 2, Winston-Salem, NC, 27107","John Ruffin, CCIM",336-722-1986
"Highway 601, Mocksville, 22.39 AC","Highway 601, Mocksville, NC, 27028",Bob Anderson,336-768-4410
"Lee Street Off Hwy 66, 20.49+/- Acres","Lee St, Kernersville, NC, 27284",Bob Anderson,336-768-4410
319 Old Lexington Rd,"319 Old Lexington Rd, Thomasville, NC, 27360",Ladd Freeman,336-768-4410
"2704-2706 S. Main St., Concord, NC 28027","2704 S Main St, Concord, NC, 28027",Sam Barnett,704-241-3666
West Hills Apartments | $73K Per Door,"2926 W Hills Dr, Greenville, NC, 27834",Byron Aynes,252-414-1710
3908 Booker Avenue,"3908 Booker Ave, Durham, NC, 27713",Alex Harter,910-528-5416
544 Haywood Road,"544 Haywood Rd, Asheville, NC, 28806",Robert Woodson,828-231-6418
Crotts,"5505 Flinchum Ave., Julian, NC, 27283",Karen C. Albright,336-337-7268
5915 Carolina Beach Rd,"5915 Carolina Beach Rd, Wilmington, NC, 28412",Lynn Harris,No Phone Number Available
808 S Pollock Street Selma NC 27576,"808 S Pollock Street, Selma, NC, 27576",linsey dale,919-931-3821
305 Huntersville-Concord Rd.,"305 Huntersville-Concord Rd, Huntersville, NC, 28078",Matt Moore,704-241-8368
2311 Clinton Rd,"2311 Clinton Rd, Fayetteville, NC, 28312",Steve Hogan,910-797-1910
Quick Service Restaurant,"415 S John St, Goldsboro, NC, 27530",Meridith Andrews,252-481-5981
Parkwood Ave - Residential Development Land,"1602 Parkwood Ave, Charlotte, NC, 28205",Hunter McIntosh,770-826-7574
Self Storage Investment Property for Sale,"2903 Storage Ln, Winterville, NC, 28590",Byron Aynes,252-414-1710
125 1st Ave Dr SE,"125 1st Ave Dr SE, Taylorsville, NC, 28681",Jerry Gardner,704-905-3986
"1347 Us 17, Elizabeth City, NC 27909","1347 Us 17, Elizabeth City, NC, 27909",Travis James,No Phone Number Available
Southern Charm of Holden Beach,"1355 Ocean Blvd W, Holden Beach, NC, 28462",Frances Wolf,910-690-4102
7300 Dillard Rd Scaly Mountain,"7300 Dillard Rd, Scaly Mountain, NC, 28775",Wendy Reese-Richey,402-630-7461
274 N Pilot Knob Rd 33+/- Acres,"274 N Pilot Knob Rd, Denver, NC, 28037",Rebecca Bouknight,704-253-0458
Spring Lake NC 10 Door Portfolio,"244 W Manchester Rd, Spring Lake, NC, 28390",Zach Howder,916-396-0811
CLIA Medical and Clinical Laboratory,"5129 NC-55, Durham, NC, 27713",Goverdhan Vavilala,919-462-1494
354 Ivy Ridge Circle,"354 Ivy Ridge Cir, Sylva, NC, 28779",Diane Jones,239-940-1000
2 Unit Townhome with Amenities,"S 2nd St, Carolina Beach, NC, 28428",Michael Urti,910-460-6890
7300 Dillard Rd Scaly Mountain,"7300 Dillard Rd, Scaly Mountain, NC, 28775",Wendy Reese-Richey,402-630-7461
"1347 Us 17, Elizabeth City, NC 27909","1347 Us 17, Elizabeth City, NC, 27909",Travis James,No Phone Number Available
Southern Charm of Holden Beach,"1355 Ocean Blvd W, Holden Beach, NC, 28462",Frances Wolf,910-690-4102
The Cherryville Mill,"501 N Mountain St, Cherryville, NC, 28021",Cyd Warren,704-477-5423
2105 Wrightsville Avenue,"2105 Wrightsville Ave, Wilmington, NC, 28403",Isabelle Shepherd,304-813-4587
Prime Southend Commercial Opportunity,"1714 S Tryon St, Charlotte, NC, 28203",Alyson Keller,704-236-1208
"The Fuzzy Peach Yogurt Bar Business For Sale in Leland, NC","1109 New Pointe Blvd., Leland, NC, 28451",Jackie Leonard,910-399-4602
Prime Development Opportunity,"619 Thomas Rd, Franklin, NC, 28734",Chelsie Pinkerton,828-342-1457
Prime Development Opportunity,"1246/1250 New Bern Ave, Raleigh, NC, 27610",Dawn Shephard,919-346-3296
2311 Clinton Rd,"2311 Clinton Rd, Fayetteville, NC, 28312",Steve Hogan,910-797-1910
"Highway 109, Thomasville Road Tract 1 & 2","Highway 109, Thomasville Road Tract 1 & 2, Winston-Salem, NC, 27107","John Ruffin, CCIM",336-722-1986
"11.91 Acres in Reidsville, NC","0 Freeway Dr, Reidsville, NC, 27320",Scott Linderer,336-454-9368
669 North Carolina 16,"669 North Carolina 16, Taylorsville, NC, 28681",Paula Price,828-632-2446
319 Old Lexington Rd,"319 Old Lexington Rd, Thomasville, NC, 27360",Ladd Freeman,336-768-4410
University Landing,"419 College Rd, Wilmington, NC, 28403",Allan Fox,No Phone Number Available
"5505 Flinchum, Ave. Julian NC","5505 Flinchum Ave, Julian, NC, 27283",Karen C. Albright,336-337-7268
Del Sol Mexican Restaurant,"2177 N Roberts Ave, Lumberton, NC, 28358",Kevin Britt,910-258-4094
3930 Brookshire Boulevard,"3930 Brookshire Blvd, Charlotte, NC, 28216",William Haygood,704-724-3330
The Park @ Monroe - 1.04  Acre Outparcel,"Monroe Way & Winston Avenue, Monroe, NC, 28110",Mike Wiles,704-375-1000
"2704-2706 S. Main St., Concord, NC 28027","2704 S Main St, Concord, NC, 28027",Sam Barnett,704-241-3666
HWY 42,"NC HWY 42 & Old Drugstore Rd, Garner, NC, 27529",Jim Broemer,919-379-9288
Parkwood Ave - Residential Development Land,"1602 Parkwood Ave, Charlotte, NC, 28205",Hunter McIntosh,770-826-7574
1118 Boyer St.,"1118 Boyer St, Raleigh, NC, 27610",Scott Cline,919-452-0832
Marion St,"506 E Marion St, Shelby, NC, 28150",Matthew Kalnen,910-617-8172
274 N Pilot Knob Rd 33+/- Acres,"274 N Pilot Knob Rd, Denver, NC, 28037",Rebecca Bouknight,704-253-0458
Quick Service Restaurant,"415 S John St, Goldsboro, NC, 27530",Meridith Andrews,252-481-5981
1048 Nova Street,"1048 Nova St, Durham, NC, 27713",Ben DeBrocke,813-601-7261
OK CLEANERS,"5845 Yadkin Rd, Fayetteville, NC, 28303",Floyd Chambers,917-403-2216
Pooles Mobile Home Park,"145 Eunice Ln, Cameron, NC, 28326",Richard Fox III,910-829-1617
209 The Blvd Two River Apartments,"209 The Blvd, Eden, NC, 27288",Will Blackwell,336-345-1500
"6931 Beach Drive, Ocean Isle Beach, NC - Restuarant","6931 Beach Dr SW, Ocean Isle Beach, NC, 28469",Brea Faircloth,910-363-7469
5 Unit Multi-Family Duplex & Single Family Home Portfolio,"3891 McWhorter St, Bethel, NC, 27812",Sebastian Kressley,919-797-5900
4338 Calico Rd,"4338 Calico Rd, Lenoir, NC, 28645",Tuffer Howell,828-632-2446
712 Brookstown Avenue,"712 Brookstown Ave, Winston-Salem, NC, 27101","John Ruffin, CCIM",336-722-1986
NC Beach Development Opportunity,"208 Fayetteville Ave, Carolina Beach, NC, 28428",Leslie Li,615-969-6684
Stanley Storage - Winston-Salem,"3866 N Patterson Ave, Winston-Salem, NC, 27105",Adriana Rivera,864-363-8601
39 Cureton Pl,"39 Cureton Pl, Hendersonville, NC, 28791",Dick McKinney,828-777-0129
Crotts,"5505 Flinchum Ave., Julian, NC, 27283",Karen C. Albright,336-337-7268
3908 Booker Avenue,"3908 Booker Ave, Durham, NC, 27713",Alex Harter,910-528-5416
"Mixed-Use Land, Cornelius","19615 Bethel Church Rd, Cornelius, NC, 28031",Michael Dupree,919-691-4354
"1050 W Barton St., Greensboro, Nc 27407","1050 W Barton Street, Greensboro, NC, 27407",Dion Foulks,704-904-9441
Goldsboro Duplexes - Multifamily,"107 Welford Pl, Goldsboro, NC, 27534",Barry Yates,919-673-2810
808 S Pollock Street Selma NC 27576,"808 S Pollock Street, Selma, NC, 27576",linsey dale,919-931-3821
